index,goal_position,current_pos,current_angles,current_distance,next_pos,change_to_next,next_angles,next_distance,next_utility,utility_of_changes
2.1,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.16944187674220143, -0.025585103036032657, 0.20276135053668418]","[0.9172452457468729, 0.0056938329960551926, 1.0063225097831987]",0.2181506295017828,"[-0.16244221572794149, -0.025904674753556536, 0.21646904999434669]",-5.0° on alpha,"[0.8350582025660525, 0.008897123665818185, 1.0075545616206076]",0.21202253929030054,0.28437942,"{'+5.0° on alpha': 0.23361814, '-5.0° on alpha': 0.28437942, '+5.0° on beta': 0.24503863, '-5.0° on beta': 0.27528247, '+5.0° on gamma': 0.2538008, '-5.0° on gamma': 0.26692814}"
2.2,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.16244221572794149, -0.025904674753556536, 0.21646904999434669]","[0.8350582025660525, 0.008897123665818185, 1.0075545616206076]",0.21202253929030054,"[-0.15422338374289463, -0.026267254057138666, 0.22921787804045918]",-5.0° on alpha,"[0.7525550625058566, 0.012406878584545034, 1.0166337839272215]",0.20603831392834188,0.3029256,"{'+5.0° on alpha': 0.25849143, '-5.0° on alpha': 0.3029256, '+5.0° on beta': 0.26678246, '-5.0° on beta': 0.29736555, '+5.0° on gamma': 0.27623382, '-5.0° on gamma': 0.288322}"
2.3,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.15422338374289463, -0.026267254057138666, 0.22921787804045918]","[0.7525550625058566, 0.012406878584545034, 1.0166337839272215]",0.20603831392834188,"[-0.14496381571001582, -0.026618970446898194, 0.24152698221398294]",-5.0° on alpha,"[0.6696395016890881, 0.01576902580993389, 1.0210895588150581]",0.20028810118704998,0.32055417,"{'+5.0° on alpha': 0.2799336, '-5.0° on alpha': 0.32055417, '+5.0° on beta': 0.2847703, '-5.0° on beta': 0.3157173, '+5.0° on gamma': 0.29525593, '-5.0° on gamma': 0.30572352}"
2.4,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.14496381571001582, -0.026618970446898194, 0.24152698221398294]","[0.6696395016890881, 0.01576902580993389, 1.0210895588150581]",0.20028810118704998,"[-0.13465792506471833, -0.026961557695341795, 0.2529445287576949]",-5.0° on alpha,"[0.586411698923563, 0.019143751807718434, 1.0281293462594414]",0.19480100411790477,0.34495848,"{'+5.0° on alpha': 0.29887664, '-5.0° on alpha': 0.34495848, '+5.0° on beta': 0.3013259, '-5.0° on beta': 0.334173, '+5.0° on gamma': 0.3108863, '-5.0° on gamma': 0.32719848}"
2.5,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.13465792506471833, -0.026961557695341795, 0.2529445287576949]","[0.586411698923563, 0.019143751807718434, 1.0281293462594414]",0.19480100411790477,"[-0.12338349980346212, -0.027307041666402767, 0.26357756109351016]",-5.0° on alpha,"[0.5028370066219083, 0.02247500368940747, 1.0335888153430544]",0.18968422374494825,0.36217606,"{'+5.0° on alpha': 0.31542704, '-5.0° on alpha': 0.36217606, '+5.0° on beta': 0.3255732, '-5.0° on beta': 0.35844404, '+5.0° on gamma': 0.33403134, '-5.0° on gamma': 0.35052422}"
2.6,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.12338349980346212, -0.027307041666402767, 0.26357756109351016]","[0.5028370066219083, 0.02247500368940747, 1.0335888153430544]",0.18968422374494825,"[-0.12414855944167134, -0.01922610788284623, 0.26500064403050516]",-5.0° on beta,"[0.49944728235352187, -0.05362877678502631, 1.0399910066523317]",0.18416670562273724,0.37644157,"{'+5.0° on alpha': 0.3408363, '-5.0° on alpha': 0.37490398, '+5.0° on beta': 0.34347633, '-5.0° on beta': 0.37644157, '+5.0° on gamma': 0.35285136, '-5.0° on gamma': 0.36759776}"
2.7,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.12414855944167134, -0.01922610788284623, 0.26500064403050516]","[0.49944728235352187, -0.05362877678502631, 1.0399910066523317]",0.18416670562273724,"[-0.12424338635645547, -0.011214985753039688, 0.2662011927277048]",-5.0° on beta,"[0.4960888744708418, -0.1303696707127533, 1.0457154896268968]",0.1784362940524939,0.38989657,"{'+5.0° on alpha': 0.35489717, '-5.0° on alpha': 0.38907206, '+5.0° on beta': 0.35826635, '-5.0° on beta': 0.38989657, '+5.0° on gamma': 0.3672719, '-5.0° on gamma': 0.3815072}"
2.8,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.12424338635645547, -0.011214985753039688, 0.2662011927277048]","[0.4960888744708418, -0.1303696707127533, 1.0457154896268968]",0.1784362940524939,"[-0.12404227663264183, -0.003131375789148905, 0.26684505232362987]",-5.0° on beta,"[0.49276149055076424, -0.20750943418298196, 1.0517447444080679]",0.17252780930316436,0.40296388,"{'+5.0° on alpha': 0.36858198, '-5.0° on alpha': 0.4027478, '+5.0° on beta': 0.37280044, '-5.0° on beta': 0.40296388, '+5.0° on gamma': 0.38136658, '-5.0° on gamma': 0.39507443}"
2.9,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.12404227663264183, -0.003131375789148905, 0.26684505232362987]","[0.49276149055076424, -0.20750943418298196, 1.0517447444080679]",0.17252780930316436,"[-0.11127279177475301, -0.003251534848915694, 0.27689578574340373]",-5.0° on alpha,"[0.4088970097520601, -0.20781602431876411, 1.0573937627409515]",0.1670375381425469,0.4158858,"{'+5.0° on alpha': 0.38159853, '-5.0° on alpha': 0.4158858, '+5.0° on beta': 0.3866983, '-5.0° on beta': 0.4153963, '+5.0° on gamma': 0.39494953, '-5.0° on gamma': 0.40805364}"
2.1,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.11127279177475301, -0.003251534848915694, 0.27689578574340373]","[0.4088970097520601, -0.20781602431876411, 1.0573937627409515]",0.1670375381425469,"[-0.11110113114725428, 0.004963035912002989, 0.2767296626804916]",-5.0° on beta,"[0.40524933168319377, -0.2851088021636903, 1.063279238413391]",0.1608548731342664,0.42877162,"{'+5.0° on alpha': 0.40049618, '-5.0° on alpha': 0.4232807, '+5.0° on beta': 0.400176, '-5.0° on beta': 0.42877162, '+5.0° on gamma': 0.40920615, '-5.0° on gamma': 0.42060444}"
2.11,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.11110113114725428, 0.004963035912002989, 0.2767296626804916]","[0.40524933168319377, -0.2851088021636903, 1.063279238413391]",0.1608548731342664,"[-0.11030428426855812, 0.013018148117278217, 0.2762527759032974]",-5.0° on beta,"[0.40163535405627604, -0.3630943798712303, 1.0689191303515306]",0.15447383604445367,0.4401689,"{'+5.0° on alpha': 0.41301122, '-5.0° on alpha': 0.43509722, '+5.0° on beta': 0.41350842, '-5.0° on beta': 0.4401689, '+5.0° on gamma': 0.42186397, '-5.0° on gamma': 0.43258384}"
2.12,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.11030428426855812, 0.013018148117278217, 0.2762527759032974]","[0.40163535405627604, -0.3630943798712303, 1.0689191303515306]",0.15447383604445367,"[-0.10926354288930179, 0.021026941280221582, 0.2751898707957017]",-5.0° on beta,"[0.3980547609823186, -0.4414653302721607, 1.0746064799362314]",0.14794886242810446,0.4505394,"{'+5.0° on alpha': 0.42491156, '-5.0° on alpha': 0.44599068, '+5.0° on beta': 0.42599273, '-5.0° on beta': 0.4505394, '+5.0° on gamma': 0.4339525, '-5.0° on gamma': 0.44359615}"
2.13,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.10926354288930179, 0.021026941280221582, 0.2751898707957017]","[0.3980547609823186, -0.4414653302721607, 1.0746064799362314]",0.14794886242810446,"[-0.10801884934228564, 0.028665367903814118, 0.273629209315316]",-5.0° on beta,"[0.39460487042155323, -0.5167241918398675, 1.0800749566875254]",0.14153737356249216,0.4631102,"{'+5.0° on alpha': 0.43590987, '-5.0° on alpha': 0.45720762, '+5.0° on beta': 0.43780917, '-5.0° on beta': 0.4631102, '+5.0° on gamma': 0.44498408, '-5.0° on gamma': 0.45381945}"
2.14,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.10801884934228564, 0.028665367903814118, 0.273629209315316]","[0.39460487042155323, -0.5167241918398675, 1.0800749566875254]",0.14153737356249216,"[-0.10660199259295364, 0.03602949473587283, 0.2715278430857595]",-5.0° on beta,"[0.39118045626052433, -0.5924813556698738, 1.0855906599463383]",0.1351644171434013,0.47666454,"{'+5.0° on alpha': 0.44563192, '-5.0° on alpha': 0.4725697, '+5.0° on beta': 0.44819465, '-5.0° on beta': 0.47666454, '+5.0° on gamma': 0.45686108, '-5.0° on gamma': 0.46514976}"
2.15,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.10660199259295364, 0.03602949473587283, 0.2715278430857595]","[0.39118045626052433, -0.5924813556698738, 1.0855906599463383]",0.1351644171434013,"[-0.10496224420829384, 0.04319990254013549, 0.26891447993492457]",-5.0° on beta,"[0.387781328003836, -0.6685820647690681, 1.0910005296006924]",0.12874342902075572,0.48976523,"{'+5.0° on alpha': 0.4570805, '-5.0° on alpha': 0.48751628, '+5.0° on beta': 0.45937753, '-5.0° on beta': 0.48976523, '+5.0° on gamma': 0.47073126, '-5.0° on gamma': 0.4789266}"
2.16,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.10496224420829384, 0.04319990254013549, 0.26891447993492457]","[0.387781328003836, -0.6685820647690681, 1.0910005296006924]",0.12874342902075572,"[-0.10316741159014561, 0.0501349037652112, 0.26578230056279417]",-5.0° on beta,"[0.3844073030455486, -0.7450300797460518, 1.0963937291320525]",0.12234821230616799,0.50213313,"{'+5.0° on alpha': 0.4690609, '-5.0° on alpha': 0.5019096, '+5.0° on beta': 0.47342807, '-5.0° on beta': 0.50213313, '+5.0° on gamma': 0.48412216, '-5.0° on gamma': 0.49216226}"
2.17,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.10316741159014561, 0.0501349037652112, 0.26578230056279417]","[0.3844073030455486, -0.7450300797460518, 1.0963937291320525]",0.12234821230616799,"[-0.10117497899589317, 0.05676461692320715, 0.26216548197257167]",-5.0° on beta,"[0.3810581929661718, -0.8218225046381358, 1.1017194362499154]",0.11600506960287756,0.5203817,"{'+5.0° on alpha': 0.48023045, '-5.0° on alpha': 0.5157873, '+5.0° on beta': 0.48698843, '-5.0° on beta': 0.5203817, '+5.0° on gamma': 0.49680197, '-5.0° on gamma': 0.5046819}"
2.18,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.10117497899589317, 0.05676461692320715, 0.26216548197257167]","[0.3810581929661718, -0.8218225046381358, 1.1017194362499154]",0.11600506960287756,"[-0.09902665341588494, 0.06305508928495286, 0.25806700383913916]",-5.0° on beta,"[0.37773381354390256, -0.8989567462439023, 1.1070077189042875]",0.10977883369794697,0.54450583,"{'+5.0° on alpha': 0.5020915, '-5.0° on alpha': 0.5290723, '+5.0° on beta': 0.4998309, '-5.0° on beta': 0.54450583, '+5.0° on gamma': 0.51226354, '-5.0° on gamma': 0.5217967}"
2.19,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.09902665341588494, 0.06305508928495286, 0.25806700383913916]","[0.37773381354390256, -0.8989567462439023, 1.1070077189042875]",0.10977883369794697,"[-0.09673400675416051, 0.06897474114688587, 0.2535080709937099]",-5.0° on beta,"[0.3744339833347512, -0.9764302188954384, 1.112241893109153]",0.10372602427668984,0.5681423,"{'+5.0° on alpha': 0.524593, '-5.0° on alpha': 0.5519277, '+5.0° on beta': 0.51417303, '-5.0° on beta': 0.5681423, '+5.0° on gamma': 0.53616947, '-5.0° on gamma': 0.546352}"
2.2,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.09673400675416051, 0.06897474114688587, 0.2535080709937099]","[0.3744339833347512, -0.9764302188954384, 1.112241893109153]",0.10372602427668984,"[-0.0943051491389881, 0.07447319731292733, 0.24852043826070452]",-5.0° on beta,"[0.37115851971730107, -1.054240356780217, 1.117432285778758]",0.09792309123957466,0.59106916,"{'+5.0° on alpha': 0.5462923, '-5.0° on alpha': 0.57750654, '+5.0° on beta': 0.5387181, '-5.0° on beta': 0.59106916, '+5.0° on gamma': 0.55973923, '-5.0° on gamma': 0.57065886}"
2.21,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.0943051491389881, 0.07447319731292733, 0.24852043826070452]","[0.37115851971730107, -1.054240356780217, 1.117432285778758]",0.09792309123957466,"[-0.09176297046703243, 0.07952235956950873, 0.24312572498503196]",-5.0° on beta,"[0.367907243572136, -1.1323846136005224, 1.1225736087020382]",0.09245804147277316,0.6181839,"{'+5.0° on alpha': 0.566906, '-5.0° on alpha': 0.60575676, '+5.0° on beta': 0.5627702, '-5.0° on beta': 0.6181839, '+5.0° on gamma': 0.5824461, '-5.0° on gamma': 0.59450245}"
2.22,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.09176297046703243, 0.07952235956950873, 0.24312572498503196]","[0.367907243572136, -1.1323846136005224, 1.1225736087020382]",0.09245804147277316,"[-0.08911750687880016, 0.0840865041448516, 0.23735932503537602]",-5.0° on beta,"[0.36467997610801994, -1.2108604622410555, 1.1276695910860246]",0.08742896911934439,0.6440464,"{'+5.0° on alpha': 0.586084, '-5.0° on alpha': 0.63862985, '+5.0° on beta': 0.5863727, '-5.0° on beta': 0.6440464, '+5.0° on gamma': 0.6061411, '-5.0° on gamma': 0.62399286}"
2.23,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.08911750687880016, 0.0840865041448516, 0.23735932503537602]","[0.36467997610801994, -1.2108604622410555, 1.1276695910860246]",0.08742896911934439,"[-0.07912212015596397, 0.08411249106789313, 0.24421401579058039]",-5.0° on alpha,"[0.2808539342657861, -1.215465178510394, 1.1327187468964697]",0.07948690828364889,0.67763776,"{'+5.0° on alpha': 0.59963787, '-5.0° on alpha': 0.67763776, '+5.0° on beta': 0.61285377, '-5.0° on beta': 0.6666998, '+5.0° on gamma': 0.63166654, '-5.0° on gamma': 0.6515678}"
2.24,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.07912212015596397, 0.08411249106789313, 0.24421401579058039]","[0.2808539342657861, -1.215465178510394, 1.1327187468964697]",0.07948690828364889,"[-0.07708258215053654, 0.08817246463589572, 0.23779900685580507]",-5.0° on beta,"[0.27730802294755685, -1.2937067302166154, 1.1377225905328645]",0.07491610911722353,0.72914445,"{'+5.0° on alpha': 0.64163977, '-5.0° on alpha': 0.7154786, '+5.0° on beta': 0.6360527, '-5.0° on beta': 0.72914445, '+5.0° on gamma': 0.66372216, '-5.0° on gamma': 0.6914042}"
