index,act_pos,next_pos,changes
5.138,"(0.12981966773628692, 0.08500575872797672, 0.13907618768536079)","(-0.15574421248781775, 0.0842068258959718, 0.15718814493930275)","[1.5304104734966169, -0.9846263097247111, -0.7825189411522429]"
5.139,"(-0.15574421248781775, 0.0842068258959718, 0.15718814493930275)","(0.058368470774029055, 0.08595505253867558, 0.25656952597056654)","[-0.17367209644726345, -1.1543584189209697, -1.096074467239599]"
5.14,"(0.058368470774029055, 0.08595505253867558, 0.25656952597056654)","(0.1238111573251498, -0.08063161526803928, 0.2539332117410229)","[-0.7888645957054824, 0.48084608622152375, 0.0006317502216651571]"
5.141,"(0.1238111573251498, -0.08063161526803928, 0.2539332117410229)","(0.06784707939274971, -0.12499813164136145, 0.19299411309897313)","[-0.6632573271710857, 1.229563991405968, -0.3227589930552754]"
5.142,"(0.06784707939274971, -0.12499813164136145, 0.19299411309897313)","(0.06337591424963271, 0.09828416265470369, 0.21793186206575244)","[-0.23750328466661325, -1.5089177550785409, -1.154967401540825]"
5.143,"(0.06337591424963271, 0.09828416265470369, 0.21793186206575244)","(-0.034740618765849274, 0.10711721548934885, 0.23649766511354686)","[-0.04384955891277213, -1.384736152040899, 0.8742302461208973]"
5.144,"(-0.034740618765849274, 0.10711721548934885, 0.23649766511354686)","(0.07700491865411838, 0.03674711563916485, 0.30609734275649125)","[-0.29929847977634316, -0.42447748187448375, -0.5659504620460084]"
5.145,"(0.07700491865411838, 0.03674711563916485, 0.30609734275649125)","(0.15413159118485936, 0.07251389236492345, 0.21509134097025648)","[-0.9132787771293025, -0.800626082564267, -0.5456064595943114]"
5.146,"(0.15413159118485936, 0.07251389236492345, 0.21509134097025648)","(-0.12348432880106325, 0.07724818807081021, 0.08237464656597446)","[1.4256237783972865, -1.2618876132758614, 1.3881338695851655]"
5.147,"(-0.12348432880106325, 0.07724818807081021, 0.08237464656597446)","(0.15725721142800478, 0.044923267824518054, 0.17079844640183217)","[-1.5021795169923466, -0.7431356547227638, 1.3143314152605639]"
5.148,"(0.15725721142800478, 0.044923267824518054, 0.17079844640183217)","(0.1605267553340674, 0.06743673553618895, 0.08894048773807711)","[-1.4786846615069194, -0.881787821709881, -1.0175283347802397]"
5.149,"(0.1605267553340674, 0.06743673553618895, 0.08894048773807711)","(-0.06952368774054124, -0.08198229575969315, 0.1534434950961146)","[0.48881061170850154, 1.4521956192285257, 1.5297115644617536]"
5.15,"(-0.06952368774054124, -0.08198229575969315, 0.1534434950961146)","(-0.08610005220262461, -0.11030113869557644, 0.2405027224479759)","[0.584072372818701, 0.7939183608688057, 0.049473314417094696]"
5.151,"(-0.08610005220262461, -0.11030113869557644, 0.2405027224479759)","(0.014577481759914693, 0.027778030958461944, 0.31442059884951445)","[0.11010345934949756, -0.48501912376459816, -0.9333755088683655]"
5.152,"(0.014577481759914693, 0.027778030958461944, 0.31442059884951445)","(-0.10516015890898536, 0.11109061618734585, 0.21579408580716106)","[0.9366133843619445, -1.2702129833501408, -0.30746847095890933]"
5.153,"(-0.10516015890898536, 0.11109061618734585, 0.21579408580716106)","(-0.11373717327554221, 0.001167171702823629, 0.26158922162311715)","[0.4143036572495815, -0.29630752288694284, 1.3506311835064495]"
5.154,"(-0.11373717327554221, 0.001167171702823629, 0.26158922162311715)","(0.10693700857525155, 0.013076384615260488, 0.29165852076136073)","[-0.40912981175725505, -0.3353231211910433, -0.7124194898174506]"
5.155,"(0.10693700857525155, 0.013076384615260488, 0.29165852076136073)","(0.16936083053491002, -0.01557029166889409, 0.22486448579006496)","[-1.179450801111897, -0.09334329423364264, 0.7469510713623561]"
5.156,"(0.16936083053491002, -0.01557029166889409, 0.22486448579006496)","(0.016583233325923458, -0.08460516387143752, 0.24396480212642346)","[-0.5295916069830826, 0.9000492629323276, 1.408090522037233]"
5.157,"(0.016583233325923458, -0.08460516387143752, 0.24396480212642346)","(0.07186323378946426, -0.12707204429605098, 0.17583641034993555)","[-0.8467009022575521, 1.2722530728083337, -0.18375659438647096]"
5.158,"(0.07186323378946426, -0.12707204429605098, 0.17583641034993555)","(-0.03498880188659226, 0.10585292487624559, 0.26552612071742476)","[0.36319051755700693, -1.1411149286180775, -0.46278759422019033]"
5.159,"(-0.03498880188659226, 0.10585292487624559, 0.26552612071742476)","(-0.005427657683220406, -0.10116985460295559, 0.22012206089559133)","[-0.4156795271585923, 1.2287860266902206, 1.1495670783695913]"
5.16,"(-0.005427657683220406, -0.10116985460295559, 0.22012206089559133)","(0.08771271716394942, 0.10962945254554862, 0.22054311737265997)","[-0.5276623191838494, -1.280917111112656, -0.6264825144412001]"
5.161,"(0.08771271716394942, 0.10962945254554862, 0.22054311737265997)","(-0.03818092451635416, -0.11058358728143089, 0.25736525564061674)","[0.132011872633993, 0.8731609930716925, 0.41851108679621124]"
5.162,"(-0.03818092451635416, -0.11058358728143089, 0.25736525564061674)","(-0.013433238969778886, -0.013930855955854313, 0.2966362319846607)","[0.33984444989501583, -0.12063998257248414, -1.4697333742573442]"
5.163,"(-0.013433238969778886, -0.013930855955854313, 0.2966362319846607)","(-0.16494881616810736, -0.047788132917373695, 0.2278021316503606)","[1.0777560564505526, 0.19505653308562365, -0.36541119131486616]"
5.164,"(-0.16494881616810736, -0.047788132917373695, 0.2278021316503606)","(0.09164438451660412, 0.024237647102103566, 0.2895302357247038)","[-0.2778661757325705, -0.4448979201799832, -0.9803609000126174]"
5.165,"(0.09164438451660412, 0.024237647102103566, 0.2895302357247038)","(-0.12139446296239109, -0.04627486534521803, 0.2735969907674899)","[0.5427840299129184, 0.18706605520095948, 0.5985243012360604]"
5.166,"(-0.12139446296239109, -0.04627486534521803, 0.2735969907674899)","(0.12535773493930302, 0.013988004734146749, 0.2653112596937607)","[-0.4840508296192047, -0.3606456123756203, -1.04801807446167]"
5.167,"(0.12535773493930302, 0.013988004734146749, 0.2653112596937607)","(0.0023189383465354136, 0.12324238316833358, 0.23490986116318144)","[0.09982412521256347, -1.4937849153504092, -0.2285017760799438]"
5.168,"(0.0023189383465354136, 0.12324238316833358, 0.23490986116318144)","(-0.10511861251062475, 0.007143109092906209, 0.28856194262537155)","[0.7511293322097654, -0.28499848054594906, -0.8599293139802273]"
5.169,"(-0.10511861251062475, 0.007143109092906209, 0.28856194262537155)","(-0.03967422437099319, 0.09313198971937581, 0.26383203309721265)","[0.5376201368519811, -1.2017032289386906, -0.8743002728628442]"
5.17,"(-0.03967422437099319, 0.09313198971937581, 0.26383203309721265)","(-0.016108056787099374, -0.055008699470243824, 0.31326172640293976)","[-0.037149613557306414, 0.2376894613143937, 0.5638845353183536]"
5.171,"(-0.016108056787099374, -0.055008699470243824, 0.31326172640293976)","(0.05882192551166435, -0.09365657761386828, 0.1774810373206049)","[-0.21678153035702635, 1.4124803845492018, -1.3011466734157549]"
5.172,"(0.05882192551166435, -0.09365657761386828, 0.1774810373206049)","(-0.08333988266179718, 0.060477501387950036, 0.27619818673629726)","[0.7201917587525815, -0.7751256421720334, -0.9468810161237422]"
5.173,"(-0.08333988266179718, 0.060477501387950036, 0.27619818673629726)","(0.0865672016537713, 0.008402796795946695, 0.2695358832363356)","[-0.24144289205361427, -0.3620991877117731, -1.5620921148281455]"
5.174,"(0.0865672016537713, 0.008402796795946695, 0.2695358832363356)","(0.1244247171694565, 0.11767067481902138, 0.15949724151474207)","[-1.2793999770398632, -1.3064779180091355, 0.06277422538505409]"
5.175,"(0.1244247171694565, 0.11767067481902138, 0.15949724151474207)","(0.0857279505012725, 0.05952044486734874, 0.2789763724222825)","[-0.6965082201272448, -0.7503066301346122, 0.9253074495152134]"
5.176,"(0.0857279505012725, 0.05952044486734874, 0.2789763724222825)","(0.10232007796981654, 0.1069986675389733, 0.18028719362384996)","[-1.3629992730498413, -1.45917251977636, 0.8637083743260613]"
5.177,"(0.10232007796981654, 0.1069986675389733, 0.18028719362384996)","(-0.15873200083910008, 0.0575061461388653, 0.19935202494199034)","[0.8389737076758512, -0.7532975362497721, 0.9499515432585433]"
5.178,"(-0.15873200083910008, 0.0575061461388653, 0.19935202494199034)","(0.16273092123991562, 0.0374213379832027, 0.09024549010339684)","[-1.4529086960095194, -0.6857007209983996, -1.4083583509383988]"
5.179,"(0.16273092123991562, 0.0374213379832027, 0.09024549010339684)","(-0.1931392047950234, -0.025769751536187786, 0.18815248407793017)","[1.1203577383229673, 0.016953887768683222, 0.19566006292141327]"
5.18,"(-0.1931392047950234, -0.025769751536187786, 0.18815248407793017)","(0.03687683768850936, -0.10868582887520777, 0.2653881311532541)","[-0.21315848957471367, 0.8235546750240988, -0.26679564510487774]"
5.181,"(0.03687683768850936, -0.10868582887520777, 0.2653881311532541)","(0.11049547531312953, -0.07108002517742606, 0.21254932925794018)","[-0.5912669998061415, 0.6352868199265299, -1.4198805759008482]"
5.182,"(0.11049547531312953, -0.07108002517742606, 0.21254932925794018)","(-0.07634909512956561, -0.056180446234765355, 0.2610864665381908)","[0.16596878805328982, 0.3918322745089357, 1.4256071719282375]"
5.183,"(-0.07634909512956561, -0.056180446234765355, 0.2610864665381908)","(-0.009361980177900228, -0.017870276438526206, 0.29226582480697777)","[-0.26063899192993656, -0.08351116330254266, 1.4463176973620124]"
5.184,"(-0.009361980177900228, -0.017870276438526206, 0.29226582480697777)","(-0.1150035584265256, -0.11512337794283735, 0.13411484143476557)","[1.188826772129379, 1.050697688591739, 0.5085466988200839]"
5.185,"(-0.1150035584265256, -0.11512337794283735, 0.13411484143476557)","(-0.07787624854256606, 0.013643336714676144, 0.30702525988344326)","[0.20567840785595015, -0.31689605941873006, 0.6927231335961631]"
5.186,"(-0.07787624854256606, 0.013643336714676144, 0.30702525988344326)","(0.07336302028083377, -0.11227687499533395, 0.16549155817713593)","[-0.6457619863597882, 1.3376298834814875, -0.8599468542167717]"
5.187,"(0.07336302028083377, -0.11227687499533395, 0.16549155817713593)","(0.14845582787504596, -0.07447779115934845, 0.1671334751801259)","[-1.0224967879795426, 0.5536064492732086, -1.1300719928256]"
5.188,"(0.14845582787504596, -0.07447779115934845, 0.1671334751801259)","(0.15851612365956158, -0.06370055316029283, 0.08830662228414246)","[-1.5345185183541787, 0.4157044900313676, -1.1184794349269038]"
5.189,"(0.15851612365956158, -0.06370055316029283, 0.08830662228414246)","(0.11077773612542165, 0.11454112595727534, 0.18427031212791561)","[-1.2583018405745379, -1.3562915291284063, 0.4950419492048026]"
5.19,"(0.11077773612542165, 0.11454112595727534, 0.18427031212791561)","(0.1342957518742183, 0.002783102418224842, 0.28025535138370916)","[-0.7946340848607076, -0.2062109457061746, 0.29474055811976385]"
5.191,"(0.1342957518742183, 0.002783102418224842, 0.28025535138370916)","(-0.0015300262856449828, -0.12301135706752298, 0.18080476984808314)","[0.278348948997928, 1.5687470909686239, -0.36409158123202795]"
5.192,"(-0.0015300262856449828, -0.12301135706752298, 0.18080476984808314)","(0.12764498601561103, -0.09975771560753295, 0.19349843209520817)","[-1.2584705899766415, 0.7594058522024326, 0.682770097811291]"
5.193,"(0.12764498601561103, -0.09975771560753295, 0.19349843209520817)","(0.1474672610681784, -0.03212030243942407, 0.2347511889089385)","[-0.6913698487423, 0.0520116352567649, -1.0483056116958187]"
5.194,"(0.1474672610681784, -0.03212030243942407, 0.2347511889089385)","(-0.13380311073513024, 0.09215626211753948, 0.22588204006525925)","[0.8560459226206185, -0.9935074944769585, 0.0882616356445319]"
5.195,"(-0.13380311073513024, 0.09215626211753948, 0.22588204006525925)","(0.0580991841791762, -0.1183113484207345, 0.1359883803655264)","[-0.924335711302543, 1.4758477498745581, -0.5572158348774737]"
5.196,"(0.0580991841791762, -0.1183113484207345, 0.1359883803655264)","(-0.10610150519195166, 0.07815993565292259, 0.24656498632736756)","[0.46761965469834343, -0.99021074008661, 0.9025046951630207]"
5.197,"(-0.10610150519195166, 0.07815993565292259, 0.24656498632736756)","(-0.010802593879613714, -0.08508855817341729, 0.19841820230704627)","[0.8237363249101242, 1.4431697441203524, -1.4578419328520924]"
5.198,"(-0.010802593879613714, -0.08508855817341729, 0.19841820230704627)","(0.0436711634073972, -0.09956758994282983, 0.21609786455548327)","[0.0024762449358589488, 1.1187411538138998, -1.1025583203122509]"
5.199,"(0.0436711634073972, -0.09956758994282983, 0.21609786455548327)","(-0.021202309431829658, -0.06721666287437957, 0.30371005472649937)","[-0.03514542458207421, 0.3268108301264544, 0.6474014514080191]"
6.0,"(-5.108838199755213e-05, -0.031445960336311404, 0.32854655929979926)","(-0.013275609670403324, -0.056289054745130025, 0.27253478410438825)","[-0.2288321071724089, 0.38511014385844355, 1.5598406130595073]"
6.1,"(-0.013275609670403324, -0.056289054745130025, 0.27253478410438825)","(-0.04916089946825462, -0.04373181437375511, 0.31328902184103086)","[0.13310149800290116, 0.11512202305895253, 0.4992176088350937]"
6.2,"(-0.04916089946825462, -0.04373181437375511, 0.31328902184103086)","(-0.1309437785564759, 0.10469221878442449, 0.15546887949755775)","[1.0909321169589192, -1.3193314594600676, 0.6985498121141804]"
6.3,"(-0.1309437785564759, 0.10469221878442449, 0.15546887949755775)","(-0.11740756555428852, 0.03371911042743828, 0.24202668476285583)","[1.053009422625541, -0.6943601717998421, -1.4812994008340492]"
6.4,"(-0.11740756555428852, 0.03371911042743828, 0.24202668476285583)","(-0.18811870290841454, -0.032430074146766213, 0.18137168930570657)","[1.3812814851691557, 0.04488730599029976, -0.5147523788240113]"
6.5,"(-0.18811870290841454, -0.032430074146766213, 0.18137168930570657)","(0.17394804110264211, -0.06221806957859576, 0.09020843669203592)","[-1.5045723299853881, 0.34396107354281064, -0.7640289286051809]"
6.6,"(0.17394804110264211, -0.06221806957859576, 0.09020843669203592)","(0.14448973807340473, -0.05820183489628387, 0.24247366258816822)","[-0.6187951932093926, 0.28097865386887305, -0.5450859820317038]"
6.7,"(0.14448973807340473, -0.05820183489628387, 0.24247366258816822)","(0.19540581073259616, -0.049560173535162434, 0.13400438856762747)","[-1.350015578419404, 0.19177928630210161, -0.14013521412048208]"
6.8,"(0.19540581073259616, -0.049560173535162434, 0.13400438856762747)","(-0.03920705805280582, -0.12147027891962706, 0.1763925977177426)","[0.3588021825065879, 1.4683662809363818, 0.504343289200078]"
6.9,"(-0.03920705805280582, -0.12147027891962706, 0.1763925977177426)","(0.11001513217723291, -0.010344604579799806, 0.26945053947378045)","[-0.34521753191457577, -0.13930144747419732, -1.2415499670892334]"
6.1,"(0.11001513217723291, -0.010344604579799806, 0.26945053947378045)","(0.18509593465435814, -0.05388597862132259, 0.15067290520545434)","[-1.520142136334717, 0.265778603329068, 0.6424863662405792]"
6.11,"(0.18509593465435814, -0.05388597862132259, 0.15067290520545434)","(0.03999218787588177, 0.11168897295848666, 0.24588123339845253)","[-0.48183647955936776, -1.3438996457938575, 0.5862822168702402]"
6.12,"(0.03999218787588177, 0.11168897295848666, 0.24588123339845253)","(-0.01023824540720146, -0.12106450173471017, 0.18140598798828897)","[0.5623434531871337, 1.4880721633821328, -0.46066018832444977]"
6.13,"(-0.01023824540720146, -0.12106450173471017, 0.18140598798828897)","(0.051050039746039805, -0.0967427240437852, 0.20894707134424886)","[-0.047148585777118925, 1.1295811016160944, -1.2420728068729259]"
6.14,"(0.051050039746039805, -0.0967427240437852, 0.20894707134424886)","(0.02698517560131262, -0.12672410811839674, 0.1854426599158665)","[-0.2689868115318595, 1.3868912844009047, -0.15574963995098975]"
6.15,"(0.02698517560131262, -0.12672410811839674, 0.1854426599158665)","(0.1584607454931165, 0.019321113858041413, 0.187518801254714)","[-0.8813810511091047, -0.5217398953283887, -1.463656970093518]"
6.16,"(0.1584607454931165, 0.019321113858041413, 0.187518801254714)","(-0.20313522823840563, -0.016658627379773083, 0.14233974984276637)","[1.3538312073144876, -0.07975564649972032, 0.2408845234707204]"
6.17,"(-0.20313522823840563, -0.016658627379773083, 0.14233974984276637)","(-0.02275163842440839, -0.12526812320496122, 0.1736566360707788)","[0.49782319980281403, 1.5179538159828787, -0.13668862642887633]"
6.18,"(-0.02275163842440839, -0.12526812320496122, 0.1736566360707788)","(0.0814879551461054, 0.1007244596693947, 0.25144101150794385)","[-0.4337775530116537, -1.0880548227606093, -0.5338879305792678]"
6.19,"(0.0814879551461054, 0.1007244596693947, 0.25144101150794385)","(-0.1894549789727127, 0.061228443512466195, 0.13042715847820302)","[1.5525950860211788, -0.6349183039857655, -0.15647486267149996]"
6.2,"(-0.1894549789727127, 0.061228443512466195, 0.13042715847820302)","(0.08461794119416033, -0.08589277133565323, 0.17312789070556348)","[-0.5500112508842102, 1.1960230802496166, -1.4901769043006208]"
6.21,"(0.08461794119416033, -0.08589277133565323, 0.17312789070556348)","(0.07569344508433033, 0.11825593752768762, 0.2109687938005408)","[-0.91590231333804, -1.3881661705690402, 0.4947702080398153]"
6.22,"(0.07569344508433033, 0.11825593752768762, 0.2109687938005408)","(-0.04481704270028561, 0.028964189034204085, 0.32410744567422667)","[0.1986406620990762, -0.3454098076211925, -0.06143186761036944]"
6.23,"(-0.04481704270028561, 0.028964189034204085, 0.32410744567422667)","(0.16989467356661975, 0.02266443110639356, 0.22902283820359398)","[-1.1303453961747787, -0.3260562799345243, 0.5951930024728885]"
6.24,"(0.16989467356661975, 0.02266443110639356, 0.22902283820359398)","(0.13564145733452485, -0.08780428803495634, 0.09557970254261575)","[-1.4590923036863621, 0.8123443812383354, -1.0859593318316443]"
6.25,"(0.13564145733452485, -0.08780428803495634, 0.09557970254261575)","(0.04015637266656789, 0.08968545061482164, 0.2903837962346859)","[-0.30253548840195305, -0.8876864701466138, 0.2138630972759946]"
6.26,"(0.04015637266656789, 0.08968545061482164, 0.2903837962346859)","(-0.09012509036604643, -0.12202151066092826, 0.115174650880326)","[1.3664898600489948, 1.2652562209811253, 0.49639564850817136]"
6.27,"(-0.09012509036604643, -0.12202151066092826, 0.115174650880326)","(-0.06644101926906779, 0.12396395187508916, 0.20530337014184835)","[0.5253356752445657, -1.5037048750649593, 0.26081441192042765]"
6.28,"(-0.06644101926906779, 0.12396395187508916, 0.20530337014184835)","(-0.14115010715100615, 0.022482767659518052, 0.25209560789383306)","[0.9921537932011228, -0.3408445919413992, -0.9390279694622821]"
6.29,"(-0.14115010715100615, 0.022482767659518052, 0.25209560789383306)","(0.11502826808791934, -0.09052812894206957, 0.21243306579156038)","[-0.6272045522373053, 0.8074471150069851, -0.9390986711434228]"
6.3,"(0.11502826808791934, -0.09052812894206957, 0.21243306579156038)","(-0.09976796021327552, -0.02568320452181814, 0.25923344946402493)","[0.8890410055708543, 0.06796007896688756, -1.519890135280233]"
6.31,"(-0.09976796021327552, -0.02568320452181814, 0.25923344946402493)","(0.0667523866351029, 0.022080161907979, 0.31830459250841314)","[-0.2722680384034159, -0.3124429505376228, -0.23207797541645875]"
6.32,"(0.0667523866351029, 0.022080161907979, 0.31830459250841314)","(0.1485685500467065, -0.07884025554716509, 0.19385414612138827)","[-1.3221958904890811, 0.5829344393759798, 0.8407724649869418]"
6.33,"(0.1485685500467065, -0.07884025554716509, 0.19385414612138827)","(-0.07773392641685, -0.12238444538285259, 0.1343790815750139)","[1.0709121791019405, 1.4037873684758853, 0.4603234967287275]"
6.34,"(-0.07773392641685, -0.12238444538285259, 0.1343790815750139)","(0.010462955575541211, -0.08916833178720036, 0.2949616037867404)","[-0.051683702825606255, 0.6010554449040345, -0.2363223525346651]"
6.35,"(0.010462955575541211, -0.08916833178720036, 0.2949616037867404)","(0.1530121607954935, 0.02795672426375411, 0.18449457308651182)","[-0.9317099580413368, -0.5966259586156415, -1.5572212795420386]"
6.36,"(0.1530121607954935, 0.02795672426375411, 0.18449457308651182)","(0.02874757763673473, -0.12818201821854197, 0.19806525281242002)","[-0.42104505587977353, 1.349303021338927, 0.043986127745851686]"
6.37,"(0.02874757763673473, -0.12818201821854197, 0.19806525281242002)","(-0.10954288668333383, -0.11542008046668052, 0.16185930790747904)","[1.3787709835094337, 1.0469024806092984, -0.6074216157687465]"
6.38,"(-0.10954288668333383, -0.11542008046668052, 0.16185930790747904)","(0.07975202769394905, 0.09720400975779331, 0.24246910155902338)","[-0.8244406224997285, -1.173759038273193, 0.8312042857148175]"
6.39,"(0.07975202769394905, 0.09720400975779331, 0.24246910155902338)","(0.009673311443599838, 0.030984327047216903, 0.30941292046150193)","[0.16500605950682992, -0.47947428657138874, -1.055630460252067]"
6.4,"(0.009673311443599838, 0.030984327047216903, 0.30941292046150193)","(-0.18499956666668904, -0.0023484408424466223, 0.12736393178097372)","[1.2908672797921923, -0.18241059715996188, 1.102441783341632]"
6.41,"(-0.18499956666668904, -0.0023484408424466223, 0.12736393178097372)","(-0.04833583742439021, 0.0976018396338431, 0.2583798346373611)","[0.5761685106587136, -1.1911567042364553, -0.8320548291956708]"
6.42,"(-0.04833583742439021, 0.0976018396338431, 0.2583798346373611)","(-0.030690385496395342, -0.01896164241190093, 0.3258033646279084)","[0.05436907022842177, -0.025553200976675523, 0.4153337093356417]"
6.43,"(-0.030690385496395342, -0.01896164241190093, 0.3258033646279084)","(0.17894177140805714, 0.051258229713925595, 0.09241435866283568)","[-1.5094674969045097, -0.6681517036000764, -0.8439748811714346]"
6.44,"(0.17894177140805714, 0.051258229713925595, 0.09241435866283568)","(0.1087587767107841, 0.07853884214177839, 0.26460553059875636)","[-0.7368650692293667, -0.8514722234483527, 0.42040619763268783]"
6.45,"(0.1087587767107841, 0.07853884214177839, 0.26460553059875636)","(0.013744122809907333, 0.04169717812333095, 0.30055526927352016)","[0.17652202607870648, -0.6525316259148831, -1.1692093450167715]"
6.46,"(0.013744122809907333, 0.04169717812333095, 0.30055526927352016)","(-0.1671873585626287, -0.019237946358612652, 0.20735838915097762)","[0.8800500480046257, -0.04565730607288647, 1.0469812228168518]"
6.47,"(-0.1671873585626287, -0.019237946358612652, 0.20735838915097762)","(0.09400120755762169, 0.11651671964074208, 0.18101076085021203)","[-1.2088111043961913, -1.5016086078346673, 0.5753005950417651]"
6.48,"(0.09400120755762169, 0.11651671964074208, 0.18101076085021203)","(0.0004550404890575621, -0.11639990191089927, 0.2115958618636986)","[-0.32492864644353714, 1.2573660731209921, 0.7457457325134396]"
6.49,"(0.0004550404890575621, -0.11639990191089927, 0.2115958618636986)","(-0.15559338236872425, -0.07555654185106875, 0.21923343830365583)","[1.0373297190314759, 0.3577583130292644, -0.07290602935832345]"
6.5,"(-0.15559338236872425, -0.07555654185106875, 0.21923343830365583)","(-0.12898179954619654, -0.08359603380523395, 0.14440400638574974)","[1.0675950954005309, 0.743167092249567, 1.292904918995318]"
6.51,"(-0.12898179954619654, -0.08359603380523395, 0.14440400638574974)","(0.11151353402145872, -0.12157809800876088, 0.16492774370387464)","[-1.1029543038875604, 0.9967987194261245, -0.06649232539940678]"
6.52,"(0.11151353402145872, -0.12157809800876088, 0.16492774370387464)","(0.14659240635126214, -0.10763539924812554, 0.13337319487164695)","[-1.4524713634236617, 0.752529000123194, 0.14093964306726242]"
6.53,"(0.14659240635126214, -0.10763539924812554, 0.13337319487164695)","(-0.12466988056650305, 0.10489795882097414, 0.0918975353782935)","[1.529652933946191, -1.33223009737923, 0.7557781832416762]"
6.54,"(-0.12466988056650305, 0.10489795882097414, 0.0918975353782935)","(0.11795717508313147, 0.016087567483633276, 0.27890961520903623)","[-0.4680971360207114, -0.3517916930234407, -0.8562151884090901]"
6.55,"(0.11795717508313147, 0.016087567483633276, 0.27890961520903623)","(0.08059528896066423, 0.09039914347883482, 0.21997617193424918)","[-1.0630447070867046, -1.4067532474433473, 1.2456331503425644]"
6.56,"(0.08059528896066423, 0.09039914347883482, 0.21997617193424918)","(0.15592280398161307, -0.0009107118713158327, 0.21226523166730882)","[-0.7926723430223064, -0.25518745816252386, -1.330254612199101]"
6.57,"(0.15592280398161307, -0.0009107118713158327, 0.21226523166730882)","(-0.059016006751214434, 0.013937455138858898, 0.3045698192474648)","[0.495966781579266, -0.36247673262198815, -0.943807725056665]"
6.58,"(-0.059016006751214434, 0.013937455138858898, 0.3045698192474648)","(0.04442993395698043, 0.12529366678624604, 0.2219546746794695)","[-0.40143462967137256, -1.520825047045588, -0.03487339688892076]"
6.59,"(0.04442993395698043, 0.12529366678624604, 0.2219546746794695)","(0.046364218411598816, 0.09752128709132307, 0.24471152888061526)","[-0.6932874445248741, -1.3682822997396697, 1.046059372805908]"
6.6,"(0.046364218411598816, 0.09752128709132307, 0.24471152888061526)","(-0.06113209526037529, -0.12123595363405439, 0.21482198645270792)","[0.3963785188752526, 1.044639638205439, 0.38952823946550025]"
6.61,"(-0.06113209526037529, -0.12123595363405439, 0.21482198645270792)","(-0.18667922594586447, -0.007991829902881626, 0.13862605924599547)","[1.2315632787615232, -0.2144597255813653, 1.052865394582642]"
6.62,"(-0.18667922594586447, -0.007991829902881626, 0.13862605924599547)","(0.06875236773641381, -0.09242044612151845, 0.17088730592542126)","[-1.4757624998079188, 1.3262019185746303, 1.3516545935496735]"
6.63,"(0.06875236773641381, -0.09242044612151845, 0.17088730592542126)","(-0.16339768049155917, 0.07046442033825497, 0.16016459239671882)","[1.0933241605540451, -0.8964235706682057, 0.8910521434729658]"
6.64,"(-0.16339768049155917, 0.07046442033825497, 0.16016459239671882)","(0.12943558159493723, -0.05092434079963879, 0.24390227747549603)","[-1.0026645269408296, 0.26213521152393426, 1.0718128592719827]"
6.65,"(0.12943558159493723, -0.05092434079963879, 0.24390227747549603)","(0.03590534112174018, -0.04789880711571662, 0.30684150210152544)","[-0.3382514318140401, 0.20817597178785022, 0.8171222877388911]"
6.66,"(0.03590534112174018, -0.04789880711571662, 0.30684150210152544)","(0.032065529691417384, -0.0649958534123374, 0.2937037948002471)","[-0.3671722261326552, 0.39814285159584756, 0.952068215446675]"
6.67,"(0.032065529691417384, -0.0649958534123374, 0.2937037948002471)","(0.17985247991434228, -0.0683923273912892, 0.1013834260756071)","[-1.561077671055242, 0.3849521810605917, -0.46611676487056825]"
6.68,"(0.17985247991434228, -0.0683923273912892, 0.1013834260756071)","(-0.05303182749445104, -0.10719017989166019, 0.16257129036262097)","[1.4973697478811803, 1.5440804401953967, -0.9167882111080731]"
6.69,"(-0.05303182749445104, -0.10719017989166019, 0.16257129036262097)","(0.09171099077309913, 0.09931564877701532, 0.19544643802960546)","[-0.562690400073239, -1.4139471879568897, -1.0966144927615107]"
6.7,"(0.09171099077309913, 0.09931564877701532, 0.19544643802960546)","(-0.036595277283364806, -0.09928774212500541, 0.1827597794975383)","[1.168206189334753, 1.5313243068496571, -1.0901903333550236]"
6.71,"(-0.036595277283364806, -0.09928774212500541, 0.1827597794975383)","(0.028218595222825694, -0.10979453436799187, 0.2668486264540303)","[-0.16666313346880895, 0.8025721324311437, -0.14829664985687058]"
6.72,"(0.028218595222825694, -0.10979453436799187, 0.2668486264540303)","(-0.16789923263899148, 0.0823028259209965, 0.17415860660487378)","[1.1599558778233576, -0.876966543108699, 0.2300074618697106]"
6.73,"(-0.16789923263899148, 0.0823028259209965, 0.17415860660487378)","(-0.11771301438429309, 0.010468193705292771, 0.28375287925960385)","[0.43461889330065784, -0.28653315103198407, 0.7300623607374068]"
6.74,"(-0.11771301438429309, 0.010468193705292771, 0.28375287925960385)","(-0.13465930807173707, 0.012342827546257106, 0.2419765546864021)","[0.5528036978358057, -0.3798556091303492, 1.3062956890087671]"
6.75,"(-0.13465930807173707, 0.012342827546257106, 0.2419765546864021)","(0.004372032155697296, -0.10055140707897418, 0.28107215789344503)","[0.03548550031479266, 0.7104574425119031, -0.3008684452071889]"
6.76,"(0.004372032155697296, -0.10055140707897418, 0.28107215789344503)","(-0.06380515973887767, 0.044294581475256146, 0.3139184019402774)","[0.3091865049163446, -0.5223346250419171, -0.02695268360912452]"
