index,act_pos,next_pos,changes
2.78,"(0.007188390613101371, 0.10226893069778305, 0.2671269710015371)","(0.08686828627116135, -0.08045133570968423, 0.2667291600204711)","[-0.34395639437083364, 0.5016837699138332, -0.7576062037949907]"
2.79,"(0.08686828627116135, -0.08045133570968423, 0.2667291600204711)","(0.12342574546042559, 0.026617985566871533, 0.27560021169854076)","[-0.507019709055383, -0.4680704786534497, -0.7552412009278678]"
2.8,"(0.12342574546042559, 0.026617985566871533, 0.27560021169854076)","(-0.09644796606574388, -0.008159417013935029, 0.2626950803159951)","[0.3175532248689125, -0.2282982897544714, 1.570594784453393]"
2.81,"(-0.09644796606574388, -0.008159417013935029, 0.2626950803159951)","(0.0695125016352708, -0.1255021829641143, 0.14511088767845942)","[-1.4435383922416147, 1.3708033182961092, 0.24552997034007215]"
2.82,"(0.0695125016352708, -0.1255021829641143, 0.14511088767845942)","(0.09922244886001275, -0.10677325530500338, 0.21832350133585687)","[-0.9697526962713916, 0.8342406342997328, 0.6390395099573843]"
2.83,"(0.09922244886001275, -0.10677325530500338, 0.21832350133585687)","(0.11128470953135634, 0.11252242813380788, 0.2077115371741914)","[-0.8197011696671256, -1.2452372470783835, -0.2544852274541119]"
2.84,"(0.11128470953135634, 0.11252242813380788, 0.2077115371741914)","(-0.021986241080576244, 0.11009693301532618, 0.2601818722118419)","[0.31843857856881636, -1.264414345097547, -0.4991096704825408]"
2.85,"(-0.021986241080576244, 0.11009693301532618, 0.2601818722118419)","(0.11428260188602182, 0.08048907633106235, 0.16188102570834828)","[-0.8222253660285842, -1.459928812043937, -1.4934197570598242]"
2.86,"(0.11428260188602182, 0.08048907633106235, 0.16188102570834828)","(0.09187541664207712, 0.02756151946971247, 0.26200041670072205)","[-0.8484551871718418, -0.6247868586955362, 1.3830333074890762]"
2.87,"(0.09187541664207712, 0.02756151946971247, 0.26200041670072205)","(-0.07828691914631505, -0.038319428215508426, 0.27707453360285333)","[0.7192875783572787, 0.1472806320883485, -1.3328484441031128]"
2.88,"(-0.07828691914631505, -0.038319428215508426, 0.27707453360285333)","(-0.14151851970547016, 0.10303501810643781, 0.12035662511538198)","[1.3843365674632464, -1.2101535841835227, 0.5746208412871715]"
2.89,"(-0.14151851970547016, 0.10303501810643781, 0.12035662511538198)","(-0.07505630341412516, -0.09977263356174024, 0.1993156038665049)","[0.3674912489402144, 1.0714905104527577, 1.1501045672378158]"
2.9,"(-0.07505630341412516, -0.09977263356174024, 0.1993156038665049)","(0.16914307780042104, -0.08348157875918084, 0.1479407905608189)","[-1.4886254929497207, 0.48512784502045864, 0.4110318158167572]"
2.91,"(0.16914307780042104, -0.08348157875918084, 0.1479407905608189)","(0.18197774878458015, 0.044753730959762095, 0.20535823108343756)","[-1.1042015571843873, -0.5783506082327732, 0.002032827549148478]"
2.92,"(0.18197774878458015, 0.044753730959762095, 0.20535823108343756)","(-0.16918622952391416, -0.006985315152679744, 0.0856466203442493)","[1.4432756185992022, -0.23110621761526445, 1.393133818035504]"
2.93,"(-0.16918622952391416, -0.006985315152679744, 0.0856466203442493)","(-0.11439506518989034, 0.0060420752541399045, 0.2798515054800964)","[0.7678623122563937, -0.30352152087954676, -0.9283815469532346]"
2.94,"(-0.11439506518989034, 0.0060420752541399045, 0.2798515054800964)","(0.023696378124614642, 0.08064386912855083, 0.2956339484619689)","[-0.30325993191965583, -0.9350768035969711, 0.5495173205243205]"
2.95,"(0.023696378124614642, 0.08064386912855083, 0.2956339484619689)","(-0.19416176698835796, 0.03682737498639002, 0.15280165073380308)","[1.2353126174678561, -0.5205612199643471, 0.4639836854013369]"
2.96,"(-0.19416176698835796, 0.03682737498639002, 0.15280165073380308)","(-0.018068535492873294, 0.08527991699446956, 0.24199206497271453)","[0.507045389580177, -1.507850437552315, -1.404597792314476]"
2.97,"(-0.018068535492873294, 0.08527991699446956, 0.24199206497271453)","(-0.18148478328813764, -0.01876527458236169, 0.2176190212233291)","[0.9779240074256604, -0.08202972642399486, 0.28677835168608046]"
2.98,"(-0.18148478328813764, -0.01876527458236169, 0.2176190212233291)","(0.19503383381117262, 0.025946891174029485, 0.1291387916661194)","[-1.3277577129056923, -0.46286748775556696, -0.704967581032201]"
2.99,"(0.19503383381117262, 0.025946891174029485, 0.1291387916661194)","(0.15344610297109346, -0.09823970448719113, 0.1721706251715232)","[-1.1737804924696646, 0.6348856968048259, -0.10894191637717757]"
3.0,"(0.00486412607094089, -0.029070817749997934, 0.3290983597982433)","(0.13670622843209218, -0.07781148529066362, 0.1451452930839623)","[-1.0412241228272807, 0.677445319381812, -1.3170041285381493]"
3.1,"(0.13670622843209218, -0.07781148529066362, 0.1451452930839623)","(-0.149871911790353, -0.06351914572916939, 0.2377739020925279)","[0.8036768630870432, 0.29851447948002313, 0.3473380115155809]"
3.2,"(-0.149871911790353, -0.06351914572916939, 0.2377739020925279)","(0.0911127996574423, 0.12500995834848574, 0.17502644633810252)","[-0.959547707112745, -1.5689541081596092, -0.17083618330387026]"
3.3,"(0.0911127996574423, 0.12500995834848574, 0.17502644633810252)","(0.002644257058641429, -0.05834079573693572, 0.2948515814283555)","[-0.24437499304724253, 0.32528521530540944, 1.1005286021586966]"
3.4,"(0.002644257058641429, -0.05834079573693572, 0.2948515814283555)","(-0.1514812003797658, -0.027678612255651543, 0.23414070738546414)","[0.7252431381033172, 0.002271812471214666, 0.9440284684844527]"
3.5,"(-0.1514812003797658, -0.027678612255651543, 0.23414070738546414)","(-0.0269062578698789, 0.01871059465364313, 0.29220709254638677)","[-0.10900269723479918, -0.5283927387887888, 1.5086148602204734]"
3.6,"(-0.0269062578698789, 0.01871059465364313, 0.29220709254638677)","(0.15594594795712746, -0.0635681951644724, 0.19603862083679044)","[-1.3239966140052117, 0.3641482234560167, 0.934538629658933]"
3.7,"(0.15594594795712746, -0.0635681951644724, 0.19603862083679044)","(0.19137534156958136, 0.03045845993217179, 0.14189734158824602)","[-1.267535740078765, -0.4985724027288757, -0.7805520113209791]"
3.8,"(0.19137534156958136, 0.03045845993217179, 0.14189734158824602)","(-0.006073232400206421, 0.1042751923984161, 0.2581617463426303)","[-0.19053157932721673, -1.332160417278296, 0.7643327202134061]"
3.9,"(-0.006073232400206421, 0.1042751923984161, 0.2581617463426303)","(-0.10652970400782431, 0.0723023295605552, 0.26611974716722925)","[0.7804785097039434, -0.8519869747865938, -0.6123616406016148]"
3.1,"(-0.10652970400782431, 0.0723023295605552, 0.26611974716722925)","(-0.12842353438707377, -0.10438770163775185, 0.16922158193103864)","[0.9975953513477067, 0.8213019743223097, 0.6951362525999453]"
3.11,"(-0.12842353438707377, -0.10438770163775185, 0.16922158193103864)","(-0.11439542789273541, -0.1080434508291796, 0.1381519377396416)","[1.1274337184430139, 1.0176810867672221, 0.8574708567837338]"
3.12,"(-0.11439542789273541, -0.1080434508291796, 0.1381519377396416)","(0.10435217149688032, 0.12324623250225265, 0.12291412478481112)","[-1.358660484893658, -1.545021682313087, -0.30225431242987794]"
3.13,"(0.10435217149688032, 0.12324623250225265, 0.12291412478481112)","(0.20587747017875271, 0.0022222452109703656, 0.1171724600419524)","[-1.5485834957246971, -0.17197972511179335, -0.09625880471818973]"
3.14,"(0.20587747017875271, 0.0022222452109703656, 0.1171724600419524)","(0.02491313950475116, -0.06063340970662265, 0.2910617610267079)","[0.13946907737688946, 0.4102794827682148, -1.1192109874975151]"
3.15,"(0.02491313950475116, -0.06063340970662265, 0.2910617610267079)","(0.04589922879811642, 0.0665135012398982, 0.304379063566149)","[-0.31877223749202405, -0.713453970768351, 0.4362286303051164]"
3.16,"(0.04589922879811642, 0.0665135012398982, 0.304379063566149)","(0.1506718491237217, -0.05905933519103849, 0.23490976839267685)","[-0.7608221505014012, 0.3240659335930692, -0.5786257379014262]"
3.17,"(0.1506718491237217, -0.05905933519103849, 0.23490976839267685)","(-0.14287820382628785, 0.08480600954534752, 0.12428852638242638)","[1.2318582132499198, -1.1497647732941645, 1.0926074732915605]"
3.18,"(-0.14287820382628785, 0.08480600954534752, 0.12428852638242638)","(0.05849601007602052, -0.08430991314791458, 0.17850792119955672)","[-1.3834427930530935, 1.3846216752974665, 1.5014593734201185]"
3.19,"(0.05849601007602052, -0.08430991314791458, 0.17850792119955672)","(0.10895190880208656, 0.12028863535502296, 0.10630091309329244)","[-1.5034570195618049, -1.4425851612469105, -0.3931154628122577]"
3.2,"(0.10895190880208656, 0.12028863535502296, 0.10630091309329244)","(0.0037875379520536656, -0.11015909784677293, 0.1892554092018036)","[0.5160761964272672, 1.5103182989543604, -0.8524654617825094]"
3.21,"(0.0037875379520536656, -0.11015909784677293, 0.1892554092018036)","(-0.1781670787478029, -0.05460371839801378, 0.16038683228980513)","[1.5221337597690097, 0.21412997782327403, -0.7645508783164054]"
3.22,"(-0.1781670787478029, -0.05460371839801378, 0.16038683228980513)","(0.1326902814966064, 0.033758563149294596, 0.2272310956882232)","[-1.0967232629309636, -0.7072316964554606, 1.4352168091832893]"
3.23,"(0.1326902814966064, 0.033758563149294596, 0.2272310956882232)","(-0.19765944636176774, -0.005486607372082819, 0.18057444927563)","[1.2254260702460937, -0.18754177609229095, 0.15138924205803236]"
3.24,"(-0.19765944636176774, -0.005486607372082819, 0.18057444927563)","(-0.009570667768568448, -0.0173635239031358, 0.3297840802294812)","[0.11441599640084862, -0.09056024557110803, -0.2908088979931292]"
3.25,"(-0.009570667768568448, -0.0173635239031358, 0.3297840802294812)","(0.05256683775416669, -0.12508260980750066, 0.1435206980224955)","[-1.0393760844355668, 1.5075163239698688, -0.16675154359499691]"
3.26,"(0.05256683775416669, -0.12508260980750066, 0.1435206980224955)","(0.10121881739144661, -0.11310178333650199, 0.2122168227524057)","[-0.6927560080182733, 0.8649810244433698, -0.39602137472333926]"
3.27,"(0.10121881739144661, -0.11310178333650199, 0.2122168227524057)","(-0.11881161876277854, -0.10073476493399888, 0.13004235189812247)","[1.1383984926659716, 0.9512661496506484, 1.0127271497623993]"
3.28,"(-0.11881161876277854, -0.10073476493399888, 0.13004235189812247)","(-0.04145066435849886, -0.07541751052203675, 0.30166447527200635)","[0.14636827533101626, 0.3930470079280048, 0.22431900769659793]"
3.29,"(-0.04145066435849886, -0.07541751052203675, 0.30166447527200635)","(0.004549962380763344, 0.03629451723152887, 0.3236367567545197)","[0.0647102169557345, -0.5177763285319775, -0.4625826759492236]"
3.3,"(0.004549962380763344, 0.03629451723152887, 0.3236367567545197)","(0.02946382410469161, 0.09791720161261126, 0.2470011349160336)","[0.08233581261898704, -1.4269029551109642, -1.0573384744284344]"
3.31,"(0.02946382410469161, 0.09791720161261126, 0.2470011349160336)","(-0.14587952403015528, 0.09218320949298865, 0.1869112780804795)","[1.2795802959431932, -1.0789355747952136, -0.5537736039196375]"
3.32,"(-0.14587952403015528, 0.09218320949298865, 0.1869112780804795)","(-0.13660490727726476, -0.021416097178153022, 0.2650168571016476)","[0.8943398661195884, -0.05807496204910415, -0.7528187828299797]"
3.33,"(-0.13660490727726476, -0.021416097178153022, 0.2650168571016476)","(0.15906265818319473, 0.05843308327802358, 0.15558669081643184)","[-1.0515048410575292, -0.9185837829904399, -1.2591134192428552]"
3.34,"(0.15906265818319473, 0.05843308327802358, 0.15558669081643184)","(-0.16098599493753965, -0.08725434817242317, 0.1748368516573512)","[1.2965579822804705, 0.522273093793584, -0.3564337370916927]"
3.35,"(-0.16098599493753965, -0.08725434817242317, 0.1748368516573512)","(0.13307148237855396, -0.09130135079701501, 0.21289483238988485)","[-1.093458452094865, 0.6104381504522775, 0.6081656786582893]"
3.36,"(0.13307148237855396, -0.09130135079701501, 0.21289483238988485)","(-0.037788935472554776, -0.11893453216786294, 0.176623110916063)","[0.23531699243353452, 1.4779889397504071, 0.5459440126600923]"
3.37,"(-0.037788935472554776, -0.11893453216786294, 0.176623110916063)","(0.1564142790794553, -0.10089283821438166, 0.11780823899086751)","[-1.529402824243952, 0.6851444497053972, -0.13198233929938175]"
3.38,"(0.1564142790794553, -0.10089283821438166, 0.11780823899086751)","(0.05141629995946518, 0.09566518824639089, 0.2739337233126172)","[-0.15705166479136953, -1.0644114019562185, -0.5197628879911783]"
3.39,"(0.05141629995946518, 0.09566518824639089, 0.2739337233126172)","(-0.1649768876093207, -0.022975353641585577, 0.24043484801632978)","[0.8589160997271464, -0.011385508077333501, 0.42798052139818765]"
3.4,"(-0.1649768876093207, -0.022975353641585577, 0.24043484801632978)","(0.024383400436544217, -0.08615939785939335, 0.19715080240735192)","[0.3521554146883028, 1.4702519233921492, -1.4489405018455488]"
3.41,"(0.024383400436544217, -0.08615939785939335, 0.19715080240735192)","(0.19257748390860402, -0.014333168344554977, 0.17462395681822457)","[-1.120953048339046, -0.07582925181121114, -0.6107851662090847]"
3.42,"(0.19257748390860402, -0.014333168344554977, 0.17462395681822457)","(-0.08359255592198828, -0.11441096597238129, 0.19452031298937458)","[0.5752393359898907, 1.1170077448820162, 0.7204709393593769]"
3.43,"(-0.08359255592198828, -0.11441096597238129, 0.19452031298937458)","(-0.05976178834642939, -0.12409008286059442, 0.1384351932005656)","[1.0786221121325745, 1.5033802118811517, 0.31231533273468093]"
3.44,"(-0.05976178834642939, -0.12409008286059442, 0.1384351932005656)","(0.06563897144486001, -0.0911139895232942, 0.279545360495145)","[-0.30199680335471335, 0.5999751114373489, -0.277388532607333]"
3.45,"(0.06563897144486001, -0.0911139895232942, 0.279545360495145)","(-0.07210694041961431, -0.11707740994318193, 0.1468100406047939)","[0.8570426420834342, 1.4209449498413964, 0.6984707183261399]"
3.46,"(-0.07210694041961431, -0.11707740994318193, 0.1468100406047939)","(0.15292430105966695, -0.056369026568794285, 0.10223938082757691)","[-1.327602193247447, 0.41063529383014963, -1.4049279467190572]"
3.47,"(0.15292430105966695, -0.056369026568794285, 0.10223938082757691)","(0.11149394671662292, 0.08796238782734349, 0.18413553795573875)","[-0.6555227126568405, -1.349213443169371, -1.195194608090874]"
3.48,"(0.11149394671662292, 0.08796238782734349, 0.18413553795573875)","(-0.08323656433496388, -0.028853522014072656, 0.30496205809762916)","[0.5775647914110511, 0.05022571928509648, -0.523210958137523]"
3.49,"(-0.08323656433496388, -0.028853522014072656, 0.30496205809762916)","(0.10368421547594311, 0.0908056853795419, 0.20273555996201031)","[-0.538449148738042, -1.3245936000831537, -1.1707528958801354]"
3.5,"(0.10368421547594311, 0.0908056853795419, 0.20273555996201031)","(0.1598877427419146, -0.041521625283370986, 0.10757133627142508)","[-1.3243148968114924, 0.21244642093308028, -1.4828559837533946]"
3.51,"(0.1598877427419146, -0.041521625283370986, 0.10757133627142508)","(0.1583901619672521, 0.07725971696005268, 0.10815973989200175)","[-1.3797254023305014, -0.9952808036632527, -0.9110016081437972]"
3.52,"(0.1583901619672521, 0.07725971696005268, 0.10815973989200175)","(0.07217712926601626, 0.10150982852431698, 0.26520216087850035)","[-0.4586568350990637, -1.0764947018453728, 0.06625044748838387]"
3.53,"(0.07217712926601626, 0.10150982852431698, 0.26520216087850035)","(0.09513772198984596, -0.11545459352211526, 0.21626593321794135)","[-0.674641585802231, 0.8965980093710821, -0.2865157420922522]"
3.54,"(0.09513772198984596, -0.11545459352211526, 0.21626593321794135)","(-0.021258587834026017, 0.023597947111096904, 0.3162804784929608)","[-0.05957350083825872, -0.44320100675512986, 0.8607698560864657]"
3.55,"(-0.021258587834026017, 0.023597947111096904, 0.3162804784929608)","(-0.12371064417680513, 0.06529621155934713, 0.26790454085248494)","[0.6986587088732911, -0.7350724389104263, 0.02160017501639799]"
3.56,"(-0.12371064417680513, 0.06529621155934713, 0.26790454085248494)","(0.059480055801667764, -0.07982831036108477, 0.0862502563852629)","[-1.354568112064195, 1.5603223467992826, -1.543400638120541]"
3.57,"(0.059480055801667764, -0.07982831036108477, 0.0862502563852629)","(0.09407577348228105, -0.08089829907676138, 0.25359857796610585)","[-0.34539327633752226, 0.5082541612093965, -0.8672428067303217]"
3.58,"(0.09407577348228105, -0.08089829907676138, 0.25359857796610585)","(-0.08619818654801178, 0.1176527033996576, 0.21078594961626104)","[0.660037591812394, -1.4253812239819132, 0.38649261256009254]"
3.59,"(-0.08619818654801178, 0.1176527033996576, 0.21078594961626104)","(-0.09958904799610034, -0.11959536743208232, 0.1862888772101151)","[1.1689243860740173, 0.9594213696167025, -0.3821528357446096]"
3.6,"(-0.09958904799610034, -0.11959536743208232, 0.1862888772101151)","(0.031831962306264325, 0.10655598053386933, 0.2693868729313695)","[-0.25958181432472405, -1.1961488882274527, 0.3036844687345115]"
3.61,"(0.031831962306264325, 0.10655598053386933, 0.2693868729313695)","(-0.03758136640295608, -0.09259117179611474, 0.1926540586704125)","[1.1454821274974818, 1.35766473264262, -1.315484890233822]"
3.62,"(-0.03758136640295608, -0.09259117179611474, 0.1926540586704125)","(0.1460520820423641, 0.043939102651897, 0.22298977367424966)","[-0.6668062043121641, -0.7113612963061297, -1.0933724331097174]"
3.63,"(0.1460520820423641, 0.043939102651897, 0.22298977367424966)","(-0.07699117833287351, -0.07664494527619974, 0.2897297962276878)","[0.4402668137117963, 0.40138510874954225, 0.09728544851263499]"
3.64,"(-0.07699117833287351, -0.07664494527619974, 0.2897297962276878)","(0.0621234965243813, -0.11815368190898226, 0.12283558681354445)","[-1.102705188170295, 1.4911563153275724, -0.5849250970818995]"
3.65,"(0.0621234965243813, -0.11815368190898226, 0.12283558681354445)","(-0.17480027354907035, -0.07529528465324205, 0.17341552375176833)","[1.2802844836330194, 0.4057811979001372, -0.12174887360980832]"
3.66,"(-0.17480027354907035, -0.07529528465324205, 0.17341552375176833)","(-0.09434819069283937, 0.07953148255482448, 0.2769713445471968)","[0.5647881898530971, -0.8614560680299481, -0.18025704136706366]"
3.67,"(-0.09434819069283937, 0.07953148255482448, 0.2769713445471968)","(0.05695223655511585, 0.0629677636976435, 0.30381257362904296)","[-0.4111821912872707, -0.7197810071581127, 0.4232638919099449]"
3.68,"(0.05695223655511585, 0.0629677636976435, 0.30381257362904296)","(-0.17328977073170637, 0.02270644490545841, 0.1230371398390383)","[1.24618813577415, -0.5221954242985438, 1.3556472130956105]"
3.69,"(-0.17328977073170637, 0.02270644490545841, 0.1230371398390383)","(-0.10107368825628922, -0.10034945960315231, 0.22749619502762009)","[0.9324899669281188, 0.7719047031342061, -0.6808596452957707]"
3.7,"(-0.10107368825628922, -0.10034945960315231, 0.22749619502762009)","(-0.06475482749885855, -0.12091964319757025, 0.22388991953079737)","[0.43734578097371973, 1.0320918998710338, 0.29639262850044445]"
3.71,"(-0.06475482749885855, -0.12091964319757025, 0.22388991953079737)","(0.10831197367808654, -0.03366591517812053, 0.29204274215595016)","[-0.6836290700876786, 0.06711073594486036, 0.5013357137080705]"
3.72,"(0.10831197367808654, -0.03366591517812053, 0.29204274215595016)","(0.1631711375280116, 0.00487963419035144, 0.1952364078130638)","[-1.4168430328401571, -0.3247840424137822, 1.3566280192970122]"
3.73,"(0.1631711375280116, 0.00487963419035144, 0.1952364078130638)","(0.04667629572960614, -0.1017231544055395, 0.2370873112605636)","[-0.08896404600586118, 0.9658532634060134, -0.8801197610866462]"
3.74,"(0.04667629572960614, -0.1017231544055395, 0.2370873112605636)","(-0.15508946372087493, -0.05305760662318744, 0.18739880770332173)","[0.8727046541192338, 0.2918813780201503, 1.2208773166315208]"
3.75,"(-0.15508946372087493, -0.05305760662318744, 0.18739880770332173)","(-0.018151029725608836, 0.11812678441994162, 0.234229719614591)","[0.3564748010722547, -1.49028561283983, -0.5409168397594304]"
3.76,"(-0.018151029725608836, 0.11812678441994162, 0.234229719614591)","(-0.08554088530025711, -0.03968478605119667, 0.26756939071265634)","[0.7892934933365763, 0.15876584680747, -1.398887283981931]"
3.77,"(-0.08554088530025711, -0.03968478605119667, 0.26756939071265634)","(0.08831053311138612, 0.07635387983253535, 0.24627926707181938)","[-0.8942709670115, -1.1013572578159907, 1.1774458394118266]"
3.78,"(0.08831053311138612, 0.07635387983253535, 0.24627926707181938)","(0.056939227926582944, 0.02187173570489399, 0.30141168902173504)","[-0.5144143791135258, -0.44495676862655237, 1.0246773369308426]"
3.79,"(0.056939227926582944, 0.02187173570489399, 0.30141168902173504)","(0.18525482443979993, 0.04440521587178037, 0.1942626644544862)","[-1.2328801139178478, -0.5467220472504164, 0.20315877051671546]"
3.8,"(0.18525482443979993, 0.04440521587178037, 0.1942626644544862)","(0.07018542253614657, 0.07004449789429246, 0.2961850855100137)","[-0.3042822276097795, -0.7725596666691471, -0.3186023727606473]"
3.81,"(0.07018542253614657, 0.07004449789429246, 0.2961850855100137)","(-0.0812777778921815, 0.03492343144542316, 0.27135413783730167)","[0.7708651247477865, -0.6790935099864019, -1.4466713950893477]"
3.82,"(-0.0812777778921815, 0.03492343144542316, 0.27135413783730167)","(0.024103921082652226, -0.024161151824296807, 0.3240648149922092)","[-0.004335946339935706, -0.010260614218055266, -0.500709061733332]"
3.83,"(0.024103921082652226, -0.024161151824296807, 0.3240648149922092)","(0.034138715746169564, 0.08681304523670724, 0.2635480578373847)","[-0.5292284461233977, -1.2023452880552656, 1.0984654646847292]"
3.84,"(0.034138715746169564, 0.08681304523670724, 0.2635480578373847)","(-0.11261587068047127, 0.11792357038152042, 0.11268310396983951)","[1.4197591257644413, -1.4772997823621636, 0.4059167035002842]"
3.85,"(-0.11261587068047127, 0.11792357038152042, 0.11268310396983951)","(-0.14435141463192103, -0.07463320877409813, 0.23417897497317453)","[0.7888759095295841, 0.38299245639638996, 0.24587219439518904]"
3.86,"(-0.14435141463192103, -0.07463320877409813, 0.23417897497317453)","(-0.030150934369346634, -0.08461476739723849, 0.29642446233570185)","[0.06700743594301752, 0.4846411850910909, 0.22109760306489154]"
3.87,"(-0.030150934369346634, -0.08461476739723849, 0.29642446233570185)","(0.14903044756930534, -0.06509259814913813, 0.08013349359019928)","[-1.5477607387422296, 0.44472445211763173, -1.257693676680842]"
3.88,"(0.14903044756930534, -0.06509259814913813, 0.08013349359019928)","(0.1942035839150354, -0.01109905141276666, 0.16088290661839352)","[-1.5201549562651147, -0.1459360276379114, 0.7083075357587267]"
3.89,"(0.1942035839150354, -0.01109905141276666, 0.16088290661839352)","(0.09332751355311548, -0.11433887109022625, 0.22510473369175463)","[-0.6978651564751576, 0.8613588721138425, -0.16930572375687]"
3.9,"(0.09332751355311548, -0.11433887109022625, 0.22510473369175463)","(0.02525015745686035, -0.12780901464535455, 0.21406210313874025)","[-0.2700559264417605, 1.2353832932771425, -0.0024382029273061984]"
3.91,"(0.02525015745686035, -0.12780901464535455, 0.21406210313874025)","(-0.12597276406760366, -0.06982260906214278, 0.09258935899344378)","[1.3918625642497604, 0.6719160789247088, 1.564335099387177]"
3.92,"(-0.12597276406760366, -0.06982260906214278, 0.09258935899344378)","(0.017592288114527538, -0.07497678251771708, 0.3076179682335784)","[-0.09791899940543602, 0.39873242670478226, -0.03544744939331632]"
3.93,"(0.017592288114527538, -0.07497678251771708, 0.3076179682335784)","(-0.15456169543601908, -0.05779699741006569, 0.184488088663334)","[1.4141114224178164, 0.3383349546348811, -1.1922857429682137]"
3.94,"(-0.15456169543601908, -0.05779699741006569, 0.184488088663334)","(-0.026856803495012717, -0.000709466188049384, 0.30125922822501905)","[0.38746188421979066, -0.2756321276030775, -1.3516438698479616]"
3.95,"(-0.026856803495012717, -0.000709466188049384, 0.30125922822501905)","(0.07563200025573175, -0.12034289086341722, 0.14647316645094646)","[-0.9381226442077509, 1.340558840186687, -0.5695449567115564]"
3.96,"(0.07563200025573175, -0.12034289086341722, 0.14647316645094646)","(0.09067442690369829, -0.09310707104530777, 0.16795776890325587)","[-0.6383243650987726, 1.1368091174692798, -1.3283183226155961]"
3.97,"(0.09067442690369829, -0.09310707104530777, 0.16795776890325587)","(0.02020809924495697, -0.07869169678364527, 0.2660554810953668)","[0.17636102532588335, 0.6407837933128331, -1.2481932413317005]"
3.98,"(0.02020809924495697, -0.07869169678364527, 0.2660554810953668)","(0.09190436533383496, 0.060017062110311756, 0.28235488070454984)","[-0.6829701360207723, -0.7523168577047825, 0.7130121389396302]"
3.99,"(0.09190436533383496, 0.060017062110311756, 0.28235488070454984)","(0.09159050020926071, 0.057083848600532824, 0.26719416870369367)","[-0.8102398926761833, -0.8404070590755636, 1.1274716638960904]"
4.0,"(-0.002386990505017723, -0.02701568660346039, 0.329563912289787)","(-0.04738609124368012, -0.07039475853831291, 0.2682741634606083)","[0.014098111658720327, 0.536564632245046, 1.2719523927580194]"
4.1,"(-0.04738609124368012, -0.07039475853831291, 0.2682741634606083)","(0.04868919328692135, -0.1250420703362758, 0.18009143407810424)","[-0.4842134628058975, 1.3972379503163157, -0.3733083896955934]"
4.2,"(0.04868919328692135, -0.1250420703362758, 0.18009143407810424)","(0.017619105669852104, -0.1183410794580905, 0.2494135407019352)","[-0.03975041302922707, 0.9719922504347716, -0.25421785863043156]"
4.3,"(0.017619105669852104, -0.1183410794580905, 0.2494135407019352)","(0.12115902190869575, -0.02864056805694451, 0.2711596739509173)","[-0.48567989941332784, 0.027140240772616595, -0.9135280380009346]"
4.4,"(0.12115902190869575, -0.02864056805694451, 0.2711596739509173)","(-0.059276160064478736, -0.11649022973405279, 0.11219274817730027)","[1.2551503492534286, 1.514728260580161, 0.6404334196364544]"
4.5,"(-0.059276160064478736, -0.11649022973405279, 0.11219274817730027)","(-0.11677211936001416, -0.10356637296167875, 0.21826034091161772)","[0.9669030705813305, 0.7421985530450784, -0.41731709874029455]"
4.6,"(-0.11677211936001416, -0.10356637296167875, 0.21826034091161772)","(0.03728935493860372, -0.11301202087953006, 0.17577490329274853)","[-1.1273991296246177, 1.548176166870818, 0.7610158706486585]"
4.7,"(0.03728935493860372, -0.11301202087953006, 0.17577490329274853)","(-0.02638362086382881, 0.10574535147011623, 0.2326788989971834)","[-0.09561821930492079, -1.5127463671382897, 0.964568600085693]"
4.8,"(-0.02638362086382881, 0.10574535147011623, 0.2326788989971834)","(0.15067176787177886, -0.054772581324470354, 0.2466301778472876)","[-0.9199730696344991, 0.3183488089762018, 0.25464827943406193]"
4.9,"(0.15067176787177886, -0.054772581324470354, 0.2466301778472876)","(-0.17532890144885757, 0.07957827149386401, 0.13549276962507498)","[1.3456403381919664, -0.8277357050718046, 0.3162826605821667]"
4.1,"(-0.17532890144885757, 0.07957827149386401, 0.13549276962507498)","(0.052534740264231175, 0.06074910738261543, 0.29273115389902976)","[-0.5101579768600697, -0.7269728945793058, 0.9245859387388399]"
4.11,"(0.052534740264231175, 0.06074910738261543, 0.29273115389902976)","(0.17385270112793266, 0.07734395363609092, 0.16975391853157154)","[-1.3539845946674243, -0.7829287388011001, 0.21621857764530808]"
4.12,"(0.17385270112793266, 0.07734395363609092, 0.16975391853157154)","(0.02991400487620162, -0.0741946829542674, 0.25701705400559144)","[-0.568652937646746, 0.7246691440101086, 1.4667754302952571]"
4.13,"(0.02991400487620162, -0.0741946829542674, 0.25701705400559144)","(0.0684519453658374, 0.04335885115449917, 0.30223427627122645)","[-0.1987063677191732, -0.5498516820009276, -0.7470782937032721]"
4.14,"(0.0684519453658374, 0.04335885115449917, 0.30223427627122645)","(0.10881457736626808, 0.03348355207397222, 0.296442317656595)","[-0.5674573007129102, -0.41751455017154043, 0.09231813609995067]"
4.15,"(0.10881457736626808, 0.03348355207397222, 0.296442317656595)","(0.04321341382610623, -0.10777835221840752, 0.2674017127804232)","[-0.25327680591883683, 0.8058750582079578, -0.12182047376790947]"
4.16,"(0.04321341382610623, -0.10777835221840752, 0.2674017127804232)","(0.1387869351350754, -0.0885807623172299, 0.12399946986280419)","[-1.245987895980868, 0.7898147387509183, -1.0794210581810555]"
