index,act_pos,next_pos,changes
3.15,"(0.1902871599088065, -0.047959197510922306, 0.14421079894139416)","(0.1316704495748535, -0.013808787359629973, 0.2351066255901028)","[-1.035416296766365, -0.1442001053089095, 1.451491588442958]"
3.16,"(0.1316704495748535, -0.013808787359629973, 0.2351066255901028)","(-0.0845972840936248, 0.0516759816031955, 0.2946035950747665)","[0.38173448238528357, -0.6502472226794265, 0.5034131443078881]"
3.17,"(-0.0845972840936248, 0.0516759816031955, 0.2946035950747665)","(0.13590864913039677, 0.09972063541004406, 0.11897274071405256)","[-1.2759508903901666, -1.2939247688821334, -0.7868420993775913]"
3.18,"(0.13590864913039677, 0.09972063541004406, 0.11897274071405256)","(-0.1802075954630767, -0.013694997291982649, 0.1553965056896198)","[1.1366493152482577, -0.13259649548590274, 1.1450026713487351]"
3.19,"(-0.1802075954630767, -0.013694997291982649, 0.1553965056896198)","(-0.10308228140893663, -0.0802313496343324, 0.21793531157607415)","[0.4940177767500815, 0.7096432916606268, 1.2764504714671245]"
3.2,"(-0.10308228140893663, -0.0802313496343324, 0.21793531157607415)","(-0.0320861464022327, 0.02626979056027852, 0.31336043468155556)","[-0.022139684233674264, -0.4626508018629545, 0.789811835281505]"
3.21,"(-0.0320861464022327, 0.02626979056027852, 0.31336043468155556)","(-0.05346754260994997, 0.07166654509170711, 0.28912050911723175)","[0.4782277750910944, -0.880804160155633, -0.7558288588366715]"
3.22,"(-0.05346754260994997, 0.07166654509170711, 0.28912050911723175)","(-0.051260126247290615, -0.0922608476976084, 0.2057031362638611)","[0.06644224086513802, 1.1634177567398118, 1.3569839819146823]"
3.23,"(-0.051260126247290615, -0.0922608476976084, 0.2057031362638611)","(0.040297517840152085, -0.054789970266257954, 0.2823676046251461)","[-0.5228277401691829, 0.2923510059372102, 1.2157098353206472]"
3.24,"(0.040297517840152085, -0.054789970266257954, 0.2823676046251461)","(0.10875938707156191, -0.025659996791603388, 0.27505983260051203)","[-0.4080326199657601, -0.04074171986496044, -1.0339646457945786]"
3.25,"(0.10875938707156191, -0.025659996791603388, 0.27505983260051203)","(-0.08141642195335419, -0.08252910112454069, 0.07947319148852854)","[1.5014521297933685, 1.1643809978961088, 1.5445118428063744]"
3.26,"(-0.08141642195335419, -0.08252910112454069, 0.07947319148852854)","(0.07284334864417559, -0.1085666214296196, 0.20054712539874311)","[-0.4041346506100716, 1.1072867503515564, -0.906774986485229]"
3.27,"(0.07284334864417559, -0.1085666214296196, 0.20054712539874311)","(-0.11331138370491947, -0.034311943918541685, 0.2658489678005025)","[0.8771585730228257, 0.07096113164802495, -1.1089210680567365]"
3.28,"(-0.11331138370491947, -0.034311943918541685, 0.2658489678005025)","(0.024136277368815608, -0.09518159228686687, 0.20754136606216192)","[0.24031341452374982, 1.3125909874254824, -1.2917708934209382]"
3.29,"(0.024136277368815608, -0.09518159228686687, 0.20754136606216192)","(-0.13057580216233042, -0.11026865502087582, 0.1469481946484238)","[1.510004477942306, 0.880131277737327, -0.44892989785891046]"
3.3,"(-0.13057580216233042, -0.11026865502087582, 0.1469481946484238)","(-0.0172064570025106, -0.11671678217452447, 0.22920709028711422)","[0.4011573320817977, 1.1211098853522081, -0.6320569341542791]"
3.31,"(-0.0172064570025106, -0.11671678217452447, 0.22920709028711422)","(-0.16930266942601743, -0.044128848984188014, 0.16674252709602116)","[1.5277427760369933, 0.1859676880042931, -1.1505873540150586]"
3.32,"(-0.16930266942601743, -0.044128848984188014, 0.16674252709602116)","(-0.18641979066874015, 0.01350249484969766, 0.09207464878632718)","[1.5101029706366114, -0.36623579532290645, 0.9208318696852736]"
3.33,"(-0.18641979066874015, 0.01350249484969766, 0.09207464878632718)","(-0.12792595267255613, -0.10234548474374819, 0.16437770849475236)","[1.0034503434181046, 0.8489425672989113, 0.6785124164369539]"
3.34,"(-0.12792595267255613, -0.10234548474374819, 0.16437770849475236)","(0.1237353334122003, -0.09576599821237908, 0.16316933377847234)","[-1.544447937118979, 0.8523763108337873, 1.0145543823552778]"
3.35,"(0.1237353334122003, -0.09576599821237908, 0.16316933377847234)","(-0.009563409044811687, 0.11748543787243708, 0.25155917592886884)","[0.07586182888246809, -1.3195780118865597, 0.09058543739732769]"
3.36,"(-0.009563409044811687, 0.11748543787243708, 0.25155917592886884)","(0.12780463608404458, 0.09533590743212733, 0.19617161771795855)","[-1.1976543205364054, -1.1432970631290575, 0.7410652017557323]"
3.37,"(0.12780463608404458, 0.09533590743212733, 0.19617161771795855)","(-0.0010680759247961927, 0.03788719192797406, 0.3068308079088074)","[-0.16742541407280423, -0.5627910734972715, 1.0325635562812325]"
3.38,"(-0.0010680759247961927, 0.03788719192797406, 0.3068308079088074)","(-0.016304922155889544, -0.09807841319379065, 0.27955738605841535)","[0.022710980260582082, 0.7139320340046167, 0.38183772622564]"
3.39,"(-0.016304922155889544, -0.09807841319379065, 0.27955738605841535)","(-0.12494582775746454, 0.11228561339064692, 0.17948612416781515)","[1.094154425033294, -1.218223878416971, 0.18325456424615746]"
3.4,"(-0.12494582775746454, 0.11228561339064692, 0.17948612416781515)","(-0.0024334656481237033, -0.1228044146157688, 0.19922153316134894)","[0.3074505239511195, 1.3618244616400808, -0.446629761822987]"
3.41,"(-0.0024334656481237033, -0.1228044146157688, 0.19922153316134894)","(-0.01267627635731656, -0.12479610707251189, 0.18356876812265321)","[0.357747903905697, 1.4699107993349563, -0.1627063494793989]"
3.42,"(-0.01267627635731656, -0.12479610707251189, 0.18356876812265321)","(0.13214364312400267, -0.03513189916000231, 0.26222494943403424)","[-0.559076639951523, 0.07177532202420589, -0.7803247768725743]"
3.43,"(0.13214364312400267, -0.03513189916000231, 0.26222494943403424)","(0.09412818714002387, 0.060624624290905496, 0.23218995103178552)","[-1.0123393122562516, -1.119463506212976, 1.4937848902622006]"
3.44,"(0.09412818714002387, 0.060624624290905496, 0.23218995103178552)","(-0.07870438054763941, -0.08236734200402424, 0.163361829490779)","[0.5429578703725185, 1.2277625911153187, 1.4728692703399786]"
3.45,"(-0.07870438054763941, -0.08236734200402424, 0.163361829490779)","(-0.13276310669356756, -0.10428025927108436, 0.09981687804726555)","[1.514119376138556, 0.8015454976217208, 0.5685598662552747]"
3.46,"(-0.13276310669356756, -0.10428025927108436, 0.09981687804726555)","(0.17045722960201481, -0.06625898450352447, 0.15630907964577434)","[-1.5321341785339253, 0.3317389497510254, 0.8132996657735658]"
3.47,"(0.17045722960201481, -0.06625898450352447, 0.15630907964577434)","(-0.15281494569158796, 0.0847020046506384, 0.1774860079911222)","[1.395819052440123, -1.037655328571596, -0.7101610555200291]"
3.48,"(-0.15281494569158796, 0.0847020046506384, 0.1774860079911222)","(-0.19718118628631265, 0.00018433801689132952, 0.18023504604958626)","[1.2271722632125355, -0.2233844987752368, 0.20590584763232775]"
3.49,"(-0.19718118628631265, 0.00018433801689132952, 0.18023504604958626)","(0.10460113215368516, 0.08901236332210674, 0.25635609567929485)","[-0.5534650436744764, -0.9979331366876711, -0.2618117124967249]"
3.5,"(0.10460113215368516, 0.08901236332210674, 0.25635609567929485)","(0.18118113462619134, -0.02196972504173786, 0.2167537724086391)","[-1.0074249604111976, -0.052504296516402316, -0.15619131102755537]"
3.51,"(0.18118113462619134, -0.02196972504173786, 0.2167537724086391)","(-0.14289931532457367, -0.09879527018540064, 0.1929603429822664)","[1.0575219495925297, 0.663620671365451, 0.07283344880761072]"
3.52,"(-0.14289931532457367, -0.09879527018540064, 0.1929603429822664)","(-0.13744539484779897, 0.0972630215262541, 0.11458986400868648)","[1.352088561291006, -1.2395492455936385, 0.8420074613557819]"
3.53,"(-0.13744539484779897, 0.0972630215262541, 0.11458986400868648)","(-0.104823823993463, -0.07641698810908645, 0.27155786377861585)","[0.6264922691892946, 0.42735176314897183, -0.15958550790675322]"
3.54,"(-0.104823823993463, -0.07641698810908645, 0.27155786377861585)","(0.05493968389672445, -0.1249655372187993, 0.139240818557329)","[-1.3470173055485264, 1.5015240538240133, 0.12350197934445642]"
3.55,"(0.05493968389672445, -0.1249655372187993, 0.139240818557329)","(-0.09336401853965652, 0.04650860536252456, 0.29597200918700123)","[0.5615379757034038, -0.5368975315104697, -0.3951325228229961]"
3.56,"(-0.09336401853965652, 0.04650860536252456, 0.29597200918700123)","(-0.033219505638239596, -0.10761896548366029, 0.21863483230607614)","[-0.060332147284968794, 1.1994699253891556, 0.9560531644073649]"
3.57,"(-0.033219505638239596, -0.10761896548366029, 0.21863483230607614)","(0.1092487149790053, -0.11782763414225839, 0.11620329361291556)","[-1.4159179452613477, 1.100629122147509, -0.5048388529886036]"
3.58,"(0.1092487149790053, -0.11782763414225839, 0.11620329361291556)","(-0.07108481334412063, -0.1073556250647252, 0.19617785783865913)","[1.0638444885082776, 1.1908495313137695, -0.9623700854836552]"
3.59,"(-0.07108481334412063, -0.1073556250647252, 0.19617785783865913)","(-0.17534439227680107, -0.07693262592428188, 0.1554809909268913)","[1.243674669283584, 0.4613996333646555, 0.2253388846220896]"
3.6,"(-0.17534439227680107, -0.07693262592428188, 0.1554809909268913)","(-0.16047956673726757, 0.09008032851615896, 0.17297503655918212)","[1.1499778047382287, -0.9521955012470216, 0.130867889728185]"
3.61,"(-0.16047956673726757, 0.09008032851615896, 0.17297503655918212)","(0.12546741067811573, -0.11517042775035462, 0.14387749537187647)","[-1.2600949733836806, 0.9324716048171446, -0.3355153505654786]"
3.62,"(0.12546741067811573, -0.11517042775035462, 0.14387749537187647)","(0.15031141955996413, 0.06333008264288892, 0.20791827641034577)","[-1.2393114768263704, -0.8256695240772061, 0.9195572720114684]"
3.63,"(0.15031141955996413, 0.06333008264288892, 0.20791827641034577)","(-0.15610279670466554, -0.09751777088068847, 0.14271826622611422)","[1.284686088370812, 0.6754184510537483, 0.23966578038801167]"
3.64,"(-0.15610279670466554, -0.09751777088068847, 0.14271826622611422)","(-0.04140635327834152, -0.1192263891239728, 0.1789697769399516)","[0.9356725047670724, 1.4579271050059441, -0.5726191874818377]"
3.65,"(-0.04140635327834152, -0.1192263891239728, 0.1789697769399516)","(0.015572357586201945, 0.1144717533712743, 0.25836612108325135)","[-0.17499381211438214, -1.210333136117364, 0.07794295203248366]"
3.66,"(0.015572357586201945, 0.1144717533712743, 0.25836612108325135)","(-0.1871459689145156, -0.05610087266945774, 0.15850983946629624)","[1.382333744883183, 0.31593851897761316, -0.33614026653613494]"
3.67,"(-0.1871459689145156, -0.05610087266945774, 0.15850983946629624)","(-0.09933578031317165, 0.013917119988553097, 0.30381701089726365)","[0.39798178808582035, -0.2581762940109917, 0.2392217261606822]"
3.68,"(-0.09933578031317165, 0.013917119988553097, 0.30381701089726365)","(0.0661048297644284, 0.10262863738623565, 0.24902420614436016)","[-0.7017712126457136, -1.2013213810959007, 0.6522315813960172]"
3.69,"(0.0661048297644284, 0.10262863738623565, 0.24902420614436016)","(0.16608335571231592, 0.08323203568543015, 0.14633054513044516)","[-1.3146714715916554, -0.9192849382212046, -0.5062259136923537]"
3.7,"(0.16608335571231592, 0.08323203568543015, 0.14633054513044516)","(0.1551515465913879, 0.0455110127652071, 0.2407867641949414)","[-1.0353100563401894, -0.5425791667287563, 0.45492151897136385]"
3.71,"(0.1551515465913879, 0.0455110127652071, 0.2407867641949414)","(0.10608938592698228, 0.09486309895470506, 0.18523135122599288)","[-0.7180622832130074, -1.403739877987174, -1.1121197699924308]"
3.72,"(0.10608938592698228, 0.09486309895470506, 0.18523135122599288)","(-0.173371426318003, 0.043781399380519864, 0.18130456255848335)","[1.3609516753909108, -0.6037785295180265, -0.892380680313155]"
3.73,"(-0.173371426318003, 0.043781399380519864, 0.18130456255848335)","(0.06363309995550727, 0.11520028791561004, 0.23528507698640536)","[-0.42096908921484094, -1.3411841692043933, -0.29957367535873836]"
3.74,"(0.06363309995550727, 0.11520028791561004, 0.23528507698640536)","(-0.13874241351783634, 0.07823743248557086, 0.18929087746715198)","[0.8212893224487131, -1.0534604133994063, 1.0677131705957925]"
3.75,"(-0.13874241351783634, 0.07823743248557086, 0.18929087746715198)","(0.11487033708166827, -0.07856891230208102, 0.1978673445075687)","[-1.2913532117011592, 0.6939752709913605, 1.3460144993670982]"
3.76,"(0.11487033708166827, -0.07856891230208102, 0.1978673445075687)","(-0.11458385072048523, -0.003124227158836093, 0.29552800078215813)","[0.6016557529856924, -0.18217723783375359, -0.20994818132163612]"
3.77,"(-0.11458385072048523, -0.003124227158836093, 0.29552800078215813)","(-0.04118589051172056, -0.09776330200624897, 0.21311138556315382)","[-0.04356240359442094, 1.18548326833043, 1.2177023219196061]"
3.78,"(-0.04118589051172056, -0.09776330200624897, 0.21311138556315382)","(0.026942768208037197, 0.08333924402294784, 0.28436944501101036)","[-0.37017087537650273, -0.9754118574638494, 0.7381068642848503]"
3.79,"(0.026942768208037197, 0.08333924402294784, 0.28436944501101036)","(0.07955997006851648, 0.09588896482620374, 0.2130282180914006)","[-1.0892689492347012, -1.4473431976902051, 1.1443942764675992]"
3.8,"(0.07955997006851648, 0.09588896482620374, 0.2130282180914006)","(-0.11399490467827456, 0.09837880098303063, 0.14707364288281574)","[0.9393392072777107, -1.468256197853214, 1.069502150752291]"
3.81,"(-0.11399490467827456, 0.09837880098303063, 0.14707364288281574)","(0.1173211700875095, -0.012988651377182399, 0.25009953370474886)","[-1.014875963803606, -0.14145638590664583, 1.471090152228595]"
3.82,"(0.1173211700875095, -0.012988651377182399, 0.25009953370474886)","(0.18757652586570717, 0.013567242702109777, 0.12025954969462507)","[-1.3766592513611815, -0.36741180231905807, -0.9952419392947238]"
3.83,"(0.18757652586570717, 0.013567242702109777, 0.12025954969462507)","(-0.019247211753737475, 0.019271560729470415, 0.324694877672812)","[0.16139412626845817, -0.35728599700629565, -0.400868924376361]"
3.84,"(-0.019247211753737475, 0.019271560729470415, 0.324694877672812)","(0.09126617412335625, 0.0902717174808686, 0.20379578567884835)","[-1.2247598111804305, -1.4529170409077898, 1.2733175577405365]"
3.85,"(0.09126617412335625, 0.0902717174808686, 0.20379578567884835)","(-0.13400041450471453, 0.07352271632044696, 0.22548242139586086)","[1.0362235150809536, -0.9127160325885031, -0.8405834827491322]"
3.86,"(-0.13400041450471453, 0.07352271632044696, 0.22548242139586086)","(0.10739218950790169, -0.07879575903480074, 0.2311199123036362)","[-0.5453879188851997, 0.5868626230206448, -1.0007257886616112]"
3.87,"(0.10739218950790169, -0.07879575903480074, 0.2311199123036362)","(0.025547047067851263, -0.05938606833309982, 0.27454052833140896)","[0.09586237891242104, 0.4175340924992443, -1.4273513019144108]"
3.88,"(0.025547047067851263, -0.05938606833309982, 0.27454052833140896)","(0.13526611029185243, 0.11200612237889052, 0.1211892379703473)","[-1.52359225151947, -1.2746581074946184, -0.11198738308166394]"
3.89,"(0.13526611029185243, 0.11200612237889052, 0.1211892379703473)","(-0.1630371280742885, 0.09061886121018141, 0.16318486707240826)","[1.19945855457162, -0.9626801536651978, 0.057398209906454147]"
3.9,"(-0.1630371280742885, 0.09061886121018141, 0.16318486707240826)","(-0.01751215616363723, 0.10572174261395927, 0.2561615046811313)","[-0.16301109133477243, -1.3177535261984412, 0.7135955207272638]"
3.91,"(-0.01751215616363723, 0.10572174261395927, 0.2561615046811313)","(-0.07044703071044342, -0.024493635264658177, 0.27982997288552386)","[0.6172922602161115, -0.014089872755432768, -1.4274021958036482]"
3.92,"(-0.07044703071044342, -0.024493635264658177, 0.27982997288552386)","(-0.16052109180040094, 0.0052684694455656655, 0.17219322444846125)","[1.4724926424626477, -0.370599801364059, -1.4754057202017783]"
3.93,"(-0.16052109180040094, 0.0052684694455656655, 0.17219322444846125)","(-0.01698555244495677, -0.11641826488594087, 0.183814468546328)","[0.657917453431206, 1.4898474502311356, -0.5460315189800837]"
3.94,"(-0.01698555244495677, -0.11641826488594087, 0.183814468546328)","(-0.01476928563430309, -0.10804799538912341, 0.20141125005957036)","[-0.34745525175981107, 1.3767752132951143, 0.9582068993830481]"
3.95,"(-0.01476928563430309, -0.10804799538912341, 0.20141125005957036)","(0.037484261510771805, -0.08647484152018746, 0.2681507841015668)","[-0.028458518255948452, 0.6507089718370795, -0.9704227638259645]"
3.96,"(0.037484261510771805, -0.08647484152018746, 0.2681507841015668)","(0.1531503123464439, -0.050276206921992195, 0.20259733526170126)","[-0.8639550164342552, 0.22636351487618467, -1.0534287440339132]"
3.97,"(0.1531503123464439, -0.050276206921992195, 0.20259733526170126)","(-0.017940532468751137, -0.11363248650802421, 0.2599422350981987)","[0.12305628635102153, 0.8649825564329205, -0.03452798156796981]"
3.98,"(-0.017940532468751137, -0.11363248650802421, 0.2599422350981987)","(-0.034616612555209675, -0.00167315056984457, 0.32371253420910523)","[0.25312750883593393, -0.20531746359259023, -0.5253793545353312]"
3.99,"(-0.034616612555209675, -0.00167315056984457, 0.32371253420910523)","(-0.08228728226135826, -0.08839669002447612, 0.13946684540483484)","[0.7856700029904189, 1.3327382525119942, 1.4112786042507606]"
4.0,"(-0.0038126982090413153, -0.026752433668786484, 0.3284196718758767)","(0.08359627803453504, -0.09221725820379104, 0.14124090289165442)","[-0.8270345645047621, 1.3107281954599392, -1.3518446599798897]"
4.1,"(0.08359627803453504, -0.09221725820379104, 0.14124090289165442)","(-0.06803239150822532, 0.07867164828175267, 0.22821780449842285)","[0.9084835623292861, -1.3579810756327824, -1.497222163114116]"
4.2,"(-0.06803239150822532, 0.07867164828175267, 0.22821780449842285)","(-0.07501124383990639, 0.0661022892679618, 0.293449990690966)","[0.2776128261399217, -0.6844873551686461, 0.418294715764422]"
4.3,"(-0.07501124383990639, 0.0661022892679618, 0.293449990690966)","(-0.10161790132519999, 0.028687251974083124, 0.29598181506330423)","[0.38695083722260193, -0.36614213541170504, 0.44475525727567644]"
4.4,"(-0.10161790132519999, 0.028687251974083124, 0.29598181506330423)","(0.049691871893838384, -0.12415938533883764, 0.21765488624014595)","[-0.44572740560741764, 1.1748840610142184, -0.17550204368897407]"
4.5,"(0.049691871893838384, -0.12415938533883764, 0.21765488624014595)","(-0.16319423883388992, 0.02083672021358877, 0.22601625396449568)","[0.7838013610186801, -0.3479446887496333, 0.8473833054545548]"
4.6,"(-0.16319423883388992, 0.02083672021358877, 0.22601625396449568)","(-0.026275650622721313, -0.03797400475144157, 0.29076145875353054)","[0.3906908956292251, 0.19510687598285542, -1.378006362197522]"
4.7,"(-0.026275650622721313, -0.03797400475144157, 0.29076145875353054)","(-0.09194654968234814, -0.089398143751422, 0.12879859672723204)","[0.973661855547971, 1.291658614419575, 1.4009259410358557]"
4.8,"(-0.09194654968234814, -0.089398143751422, 0.12879859672723204)","(-0.13331072906956615, -0.050544822334008595, 0.26598217037236926)","[0.6525585243717482, 0.2503737419118292, 0.22527038897521154]"
4.9,"(-0.13331072906956615, -0.050544822334008595, 0.26598217037236926)","(-0.1700195567565825, 0.00366708366950765, 0.11437289261355749)","[1.318830120633965, -0.29569154616056303, 1.4941869253136917]"
4.1,"(-0.1700195567565825, 0.00366708366950765, 0.11437289261355749)","(-0.11264582326645607, 0.10649831113445911, 0.1768148047528798)","[1.370054048193449, -1.3678204277425177, -0.8065247640322639]"
4.11,"(-0.11264582326645607, 0.10649831113445911, 0.1768148047528798)","(0.09211874423504048, 0.11013531790511681, 0.18616509640181617)","[-1.185586957345231, -1.5085574841172682, 0.8049651824749069]"
4.12,"(0.09211874423504048, 0.11013531790511681, 0.18616509640181617)","(-0.11339242197102356, 0.07751469831580812, 0.21303484661426864)","[0.6190781299943319, -1.1497781216090397, 1.25931312534333]"
4.13,"(-0.11339242197102356, 0.07751469831580812, 0.21303484661426864)","(-0.14590230667654044, -0.0999310741046012, 0.18151994115013262)","[1.2266552270935314, 0.6842834289442956, -0.10614413443472422]"
4.14,"(-0.14590230667654044, -0.0999310741046012, 0.18151994115013262)","(-0.05090719888227384, -0.1030507469004793, 0.16916315709146282)","[1.4823956562053076, 1.5234047827889425, -1.0277571581281533]"
4.15,"(-0.05090719888227384, -0.1030507469004793, 0.16916315709146282)","(0.06051888794551322, 0.11375881166753678, 0.22969859150963384)","[-0.6362666119966831, -1.3276449224740867, 0.5511753623044184]"
4.16,"(0.06051888794551322, 0.11375881166753678, 0.22969859150963384)","(0.008219179193832624, -0.11016679765414218, 0.20561246951394624)","[0.39309720090316386, 1.3575376940574004, -0.9018070199549233]"
4.17,"(0.008219179193832624, -0.11016679765414218, 0.20561246951394624)","(0.03125020063951751, 0.12293862506074982, 0.22464983374264516)","[-0.36705857494003735, -1.5225263472315123, 0.2758971343033796]"
4.18,"(0.03125020063951751, 0.12293862506074982, 0.22464983374264516)","(0.020428518652329503, 0.09927906642873757, 0.28056302823098733)","[-0.017607472521067192, -0.994477731514294, -0.25297920299242854]"
4.19,"(0.020428518652329503, 0.09927906642873757, 0.28056302823098733)","(-0.012153593325151327, -0.08685066900512098, 0.24760498239654605)","[0.4899743560764049, 0.9314234069547036, -1.3258870050027487]"
4.2,"(-0.012153593325151327, -0.08685066900512098, 0.24760498239654605)","(-0.07908612472425006, 0.1238231873665323, 0.19221576115625152)","[0.9778557286031161, -1.5014103455433319, -0.2094160950046482]"
4.21,"(-0.07908612472425006, 0.1238231873665323, 0.19221576115625152)","(-0.0394910140306124, -0.12579481046044916, 0.17481658715538967)","[0.7205273483286709, 1.4544768445561793, -0.053141168884712396]"
4.22,"(-0.0394910140306124, -0.12579481046044916, 0.17481658715538967)","(-0.15141639629948772, -0.04877243894171081, 0.17107737617053173)","[1.564244929500122, 0.29295687812649335, -1.4562358304685659]"
4.23,"(-0.15141639629948772, -0.04877243894171081, 0.17107737617053173)","(0.1425742753570765, 0.10273814231412594, 0.15934017085924151)","[-1.079919532385023, -1.1703021171844208, -0.3819892490406174]"
4.24,"(0.1425742753570765, 0.10273814231412594, 0.15934017085924151)","(0.05565529529053828, -0.12692111698055106, 0.16742954587487902)","[-0.7890407872235983, 1.3396770091354735, -0.02900489913399418]"
4.25,"(0.05565529529053828, -0.12692111698055106, 0.16742954587487902)","(0.09348442512401671, -0.0854214500311995, 0.1399804105328645)","[-0.8125152007534235, 1.127173051225877, -1.501342414660166]"
4.26,"(0.09348442512401671, -0.0854214500311995, 0.1399804105328645)","(0.034469416761979704, -0.0941835219848025, 0.28198572422845136)","[-0.24914240998254508, 0.5849890371998893, 0.38997560329195047]"
4.27,"(0.034469416761979704, -0.0941835219848025, 0.28198572422845136)","(0.15402951061887993, -0.0017910936731993746, 0.2536860348016051)","[-0.6790890145051521, -0.24604683381325448, -0.5500045946621283]"
4.28,"(0.15402951061887993, -0.0017910936731993746, 0.2536860348016051)","(-0.00474737006600285, 0.08980528410933719, 0.2661845684011642)","[0.35451067208887815, -1.2636536356629369, -1.0292041182737284]"
4.29,"(-0.00474737006600285, 0.08980528410933719, 0.2661845684011642)","(-0.02700011675708061, -0.060802296700364154, 0.29375340564808616)","[-0.03480452065452006, 0.3060492554784071, 0.9989636643132466]"
4.3,"(-0.02700011675708061, -0.060802296700364154, 0.29375340564808616)","(-0.005542503674485277, -0.09932281445412569, 0.22277348574025838)","[0.5232449849833786, 1.1560516387805555, -1.1820861510789022]"
4.31,"(-0.005542503674485277, -0.09932281445412569, 0.22277348574025838)","(-0.1065962069059374, -0.07746355434671559, 0.08813051265198366)","[1.4854582894940316, 0.9027206408427988, 1.4927446835347145]"
4.32,"(-0.1065962069059374, -0.07746355434671559, 0.08813051265198366)","(0.13649472861100623, 0.08706095582103775, 0.15840050528401906)","[-0.9354619586563693, -1.2055156228638026, -1.0637322840433756]"
4.33,"(0.13649472861100623, 0.08706095582103775, 0.15840050528401906)","(-0.06645975706600958, 0.001034565741209999, 0.2807124940082439)","[0.7087681419159063, -0.2950186550961246, -1.5559236695969654]"
4.34,"(-0.06645975706600958, 0.001034565741209999, 0.2807124940082439)","(-0.14144705670121713, 0.08995733974251707, 0.21642429058438442)","[1.0565602780804118, -0.9570996320747267, -0.13117600753095385]"
4.35,"(-0.14144705670121713, 0.08995733974251707, 0.21642429058438442)","(-0.06425046337172291, 0.1037357747445992, 0.24517694443490745)","[0.3105431655867174, -1.2781754638740517, 0.6974100099199576]"
4.36,"(-0.06425046337172291, 0.1037357747445992, 0.24517694443490745)","(-0.1332444279976115, 0.11127429679157574, 0.11320043836774513)","[1.5358525709709239, -1.29374929452246, 0.3371292562855327]"
4.37,"(-0.1332444279976115, 0.11127429679157574, 0.11320043836774513)","(0.057326133123282094, 0.12061976904766672, 0.22390484893884438)","[-0.3506408046347389, -1.4682766993422973, -0.2579054916986266]"
4.38,"(0.057326133123282094, 0.12061976904766672, 0.22390484893884438)","(-0.08780897436910234, 0.051088034222287235, 0.2982864888124138)","[0.5767664440702631, -0.6075742481679677, -0.29593733597061955]"
4.39,"(-0.08780897436910234, 0.051088034222287235, 0.2982864888124138)","(-0.015596565927545495, -0.0229002962202522, 0.3273875501753228)","[0.06577955039647335, -0.020541251551468638, 0.2821478244149297]"
4.4,"(-0.015596565927545495, -0.0229002962202522, 0.3273875501753228)","(0.01327171857233429, -0.05446532743532706, 0.30007059279476617)","[0.18674402270787588, 0.28880852617107033, -1.0015685971237565]"
4.41,"(0.01327171857233429, -0.05446532743532706, 0.30007059279476617)","(-0.10149241714295429, -0.020167159991657642, 0.2654114861045304)","[0.9138228700149069, -0.053590813495535954, -1.4030182071655837]"
4.42,"(-0.10149241714295429, -0.020167159991657642, 0.2654114861045304)","(0.0987912430490441, -0.036434984971811066, 0.29739306332715926)","[-0.3813464422406486, 0.08694834359723451, -0.31404863241702213]"
4.43,"(0.0987912430490441, -0.036434984971811066, 0.29739306332715926)","(0.009116467082967584, 0.11705451069473646, 0.23546062782561034)","[-0.24344149654557015, -1.4884738121596228, 0.5518245089346279]"
4.44,"(0.009116467082967584, 0.11705451069473646, 0.23546062782561034)","(-0.08959426372809806, 0.09958426108797616, 0.1913532228649664)","[1.3103487978417014, -1.5391887474114816, -1.1173876008002586]"
4.45,"(-0.08959426372809806, 0.09958426108797616, 0.1913532228649664)","(-0.13413964841650414, -0.003569146149845889, 0.2806378002042609)","[0.6648844790114699, -0.16696484423327332, 0.2168145171683521]"
4.46,"(-0.13413964841650414, -0.003569146149845889, 0.2806378002042609)","(0.1266266053770023, -0.11200239525904912, 0.1716431991072955)","[-1.2342635215417894, 0.880934730479314, 0.3180013258449102]"
4.47,"(0.1266266053770023, -0.11200239525904912, 0.1716431991072955)","(0.05604567994028993, -0.03795450426456099, 0.29262635333217474)","[-0.04347215724535233, 0.12394373684738692, -1.1766765944428264]"
4.48,"(0.05604567994028993, -0.03795450426456099, 0.29262635333217474)","(-0.12083196531366819, 0.03772207437936139, 0.2726814402170794)","[0.5421695086677806, -0.5430170070301459, 0.7531364904744479]"
4.49,"(-0.12083196531366819, 0.03772207437936139, 0.2726814402170794)","(0.17617607188195106, 0.0627116693359006, 0.09538097788735388)","[-1.5624896599607503, -0.7856692157335246, -0.6558945134350225]"
4.5,"(0.17617607188195106, 0.0627116693359006, 0.09538097788735388)","(-0.0251048971903969, -0.11774325081218842, 0.21031001733522878)","[0.6138441184176705, 1.270247339493746, -0.6661452209661066]"
4.51,"(-0.0251048971903969, -0.11774325081218842, 0.21031001733522878)","(0.11323363586282356, -0.10649441455578969, 0.10820699760141783)","[-1.3159612153159819, 0.9830927059981912, -0.8783261376701257]"
4.52,"(0.11323363586282356, -0.10649441455578969, 0.10820699760141783)","(0.174328978463747, -0.05792460769020802, 0.15152591173789606)","[-1.1345209482168874, 0.2591956491314463, -0.8474717161629814]"
4.53,"(0.174328978463747, -0.05792460769020802, 0.15152591173789606)","(-0.09226458162460302, -0.11883355204530194, 0.17969541032423533)","[1.1904670273389593, 1.0901045474978943, -0.470520046295749]"
